,index,hash,time,message,buggy
980,162,a1d650d,2013-05-29 12:16:33,Merge remote-tracking branch 'alfred532008/tprparser' into pyTPRparser,0
981,364,b90925b,2013-05-29 14:17:20,fixed a typo in TPRParser.py: fer_err => fver_err,1
986,168,cc52c53,2013-06-26 11:11:31,Added: Exception is raised if XTC/TRR traj filesize is too big for xdrfile lib,0
987,370,7271e52,2013-06-26 11:21:08,docs: fixed broken links to CHARMM docs,1
987,370,7271e52,2013-06-26 11:21:08,docs: fixed broken links to CHARMM docs,0
988,865,7.271e+55,2013-06-26 11:21:08,docs: fixed broken links to CHARMM docs,1
988,865,7.271e+55,2013-06-26 11:21:08,docs: fixed broken links to CHARMM docs,0
989,866,eb27af2,2013-06-26 17:51:35,fixes issue 146,1
993,174,5a0eb5c,2013-07-11 21:55:41,increased required Biopython version to 1.59 (Issue 147),0
994,871,a5f9288,2013-07-11 22:37:34,fixes Issue 143: alignto() now checks that the two selections describe the same atoms,1
1000,382,1ce9fff,2013-07-17 09:10:36,UnitTests for dihedral angle: decreased precision,0
1001,182,074d349,2013-07-18 12:12:42,Slicing of ResidueGroup and SegmentGroup produces the same groups (fixes Issue 135 and 148),1
1001,182,074d349,2013-07-18 12:12:42,Slicing of ResidueGroup and SegmentGroup produces the same groups (fixes Issue 135 and 148),0
1002,183,028674d,2013-07-19 14:07:59,fixed bug in x3dna trj analysis,1
1002,183,028674d,2013-07-19 14:07:59,fixed bug in x3dna trj analysis,0
1003,184,ad9b79d,2013-07-19 14:17:27,fixed x3dna trj bug,1
1010,191,fe3aba2,2013-08-02 18:15:29,tests: add tearDown to multi PDB reader test case,0
1011,192,3000338.0,2013-08-02 19:05:50,fixed memory blowup in the unit tests (introduced in commit 1e05654b23e2),1
1011,192,3000338.0,2013-08-02 19:05:50,fixed memory blowup in the unit tests (introduced in commit 1e05654b23e2),0
1012,393,3000338,2013-08-02 19:05:50,fixed memory blowup in the unit tests (introduced in commit 1e05654b23e2),1
1020,200,1de49ee,2013-08-05 23:17:12,regenerated htnl docs with sphinx (x3dna added),0
1021,201,36f4829,2013-08-05 23:34:56,Fixes Issue 151 (distance array did not properly observe PBC),1
1021,201,36f4829,2013-08-05 23:34:56,Fixes Issue 151 (distance array did not properly observe PBC),0
1022,403,3f7d530,2013-08-06 10:57:55,Fixed PBC in parallel distance array (closes Issue 151),1
1023,203,385a5a7,2013-08-06 11:21:30,Merge branch 'develop' of https://code.google.com/p/mdanalysis into develop,0
1024,204,22b33e8,2013-08-06 15:28:51,detect OpenMP-capable compiler during setup (fixes Issue 145),1
1028,409,5fff0f4,2013-08-07 14:14:09,AUTHORS: Joshua Adelman should also appear under contributors,0
1029,905,0ff2cf9,2013-08-09 11:29:44,fixed major_pair issue in nuclinfo,1
1040,916,e05d87c,2013-08-22 18:48:37,touched up docs in TRZ reader,0
1041,422,feb0722,2013-08-22 19:11:43,H-bonding analysis now defaults to updating selections each time step (fixes Issue 138),1
1041,422,feb0722,2013-08-22 19:11:43,H-bonding analysis now defaults to updating selections each time step (fixes Issue 138),0
1042,221,Feb0722,2013-08-22 19:11:43,H-bonding analysis now defaults to updating selections each time step (fixes Issue 138),1
1042,221,Feb0722,2013-08-22 19:11:43,H-bonding analysis now defaults to updating selections each time step (fixes Issue 138),0
1043,222,e32e5e6,2013-08-31 13:57:23,fixed: XTC/TRR reader failed on Python 2.6,1
1050,430,91f383c,2013-10-13 23:59:37,added googlecode_upload.py to the maintainer tools (will work until 15 Jan 2015),0
1051,230,d35e7c3,2013-10-24 14:43:19,TRR writer: fixed writing of forces (without unit conversion),1
1058,933,9a8d2e2,2013-11-03 15:25:14,topologyGroup created,0
1059,439,d18ceeb,2013-11-03 15:30:47,Fixed bad commit,1
1070,249,fafb7d7,2013-12-06 16:28:05,added extensions to Selection Commands,0
1071,250,cf13de7,2013-12-16 11:42:03,fixed: PDB with blank lines gave IndexError (fixes Issue 158),1
1073,252,07a93b5,2013-12-16 15:05:09,Added tpr files located in testsuite data subfolder,0
1074,253,2c97b9d,2013-12-16 16:15:16,AtomGroup.py fixed to allow topology file to be loaded without coordinates,1
1074,253,2c97b9d,2013-12-16 16:15:16,AtomGroup.py fixed to allow topology file to be loaded without coordinates,0
1075,950,d7b0f3a,2013-12-16 16:17:46,- DMS testfile added to testsuite setup.py - DMSParser fixed so it raises an IOError when file not found,1
1078,953,a11ce76,2013-12-16 16:22:48,Merge branch 'fix-tpr-IO' into develop,0
1079,459,4890fd5,2013-12-16 16:49:17,Test for HOLE changed form error to warning when HOLE binaray is not there,1
1084,464,07cf0a7,2013-12-20 14:43:01,added extensions to Selection Commands,0
1085,465,b6fff8d,2013-12-22 13:20:18,Fixed regression in PDB.py introduced by commit cf13de7d55c3,1
1093,272,d7912a0,2013-12-23 15:38:57,libxdr interface modified to avoid 64-bit portability issues,0
1094,273,666ca37,2013-12-23 22:44:53,PDB.py fixed according to discussion on commit b6fff8dbc113,1
1102,976,12e11a2,2013-12-29 19:17:51,Doc update,0
1103,482,c692018,2013-12-29 19:19:24,Small fix with missing import,1
1105,283,8afdeda,2013-12-29 23:01:29,"""a1  a2 = self.atoms[i] self.atoms[j]"" changed back to ""a1  a2 = self.atoms[i-1] self.atoms[j-1]""",0
1106,485,4a1d06f,2013-12-30 13:15:30,PSF Parser Fix,1
1106,485,4a1d06f,2013-12-30 13:15:30,PSF Parser Fix,0
1107,981,93da921,2013-12-30 13:15:30,PSF Parser Fix,1
1107,981,93da921,2013-12-30 13:15:30,PSF Parser Fix,0
1108,982,8fe79c9,2013-12-30 15:25:24,fixed logging in TPRParser,1
1111,490,06a2888,2013-12-30 16:56:36,test cases for 0-based Atom.number (PSF  TPR  TOP  PDB),0
1112,290,074ba807,2013-12-30 17:13:55,"Revert ""PSF Parser Fix"" (not needed because atom numbering was fixed)",1
1114,292,26b13dc,2013-12-30 17:37:14,Merge branch 'develop' of https://code.google.com/p/mdanalysis into develop,0
1115,495,5f12ae5,2013-12-30 18:19:42,Version bumped to 0.8.0rc3. Doc fixed and regenerated,1
1115,495,5f12ae5,2013-12-30 18:19:42,Version bumped to 0.8.0rc3. Doc fixed and regenerated,0
1116,990,102cbec,2013-12-30 18:19:42,Version bumped to 0.8.0rc3. Doc fixed and regenerated,1
1116,990,102cbec,2013-12-30 18:19:42,Version bumped to 0.8.0rc3. Doc fixed and regenerated,0
1117,496,2620a49,2013-12-30 18:41:57,Bond: fixed: repr failed if no coordinates available,1
1120,499,cda6616,2013-12-31 10:37:09,Robust bond identity tests,0
1121,299,da6d78f,2013-12-31 17:29:21,topology/core.py fixed  updated to Py3K convention and cleaned to avoid cyclic imports,1
1128,304,42a5735,2014-01-07 14:45:42,added new authors to online docs,0
1129,1001,a562659,2014-01-07 16:57:46,fixed another velocity test,1
1130,1002,93c45e6,2014-01-10 16:56:05,Resolves Issue 161 (trajectory slicing is now possible in MDAnalysis.analysis.contacts.ContactAnalysis1.run() method),0
1131,307,11c1fd9,2014-01-14 11:40:52,fixed Python 2.6 incompatibility in topology.Bond.__eq__(),1
1134,511,f69f2db,2014-01-14 18:15:36,Merge branch 'develop' of https://code.google.com/p/mdanalysis into develop,0
1135,512,256f32c,2014-01-14 18:32:36,Fixed compatibility with Python2.6. Positional argument specifiers can't be omitted in Python2.6.,1
1137,11,aa544f5,2014-01-15 14:50:44,application RotamerConvolveMD: write licence when starting up,0
1138,313,002ced0,2014-01-15 21:37:57,fixed XDR writer incorrect use of delta parameter (Issue 154),1
1138,313,002ced0,2014-01-15 21:37:57,fixed XDR writer incorrect use of delta parameter (Issue 154),0
1139,13,796c56e,2014-01-16 02:53:18,Fix default creation of writer from XTC/TRR TrjReader. Fixed docs.,1
1158,534,5f9b2f2,2014-02-03 10:01:34,reduced prec from 5 to 3 in TestPBCFlag,0
1159,535,a42d488,2014-02-03 10:13:51,reST fix,1
1159,535,a42d488,2014-02-03 10:13:51,reST fix,0
1160,536,2d5a068,2014-02-04 10:28:07,Fixed Timesteps not copying correctly (fixes Issue 164),1
1162,35,1c81d77,2014-02-04 12:04:08,added maintainer/install_all.sh for quick installation,0
1163,539,53ed8c0,2014-02-04 21:29:14,Added copy_slice(slice) method to base.Timestep (Fixes Issue 163),1
1166,39,e07ff2b,2014-02-11 12:53:14,Some corrections to documentations files.,0
1167,40,7de22de,2014-02-11 16:00:03,reST fixes in analysis.density,1
1176,49,c491437,2014-02-13 17:15:58,Conflicts in documentation solved (Revision f69f2dbd1bd7),0
1177,553,bd35685,2014-02-13 22:57:01,minor doc fix for XTC,1
1187,563,257b2aa,2014-03-18 15:05:11,-updated docstring for MDAnalysis.visualization.streamlines_3D to include an example using the new coordinate boundary arguments -attempting a selective docs rebuild that only commits the modified pages/ images rather than full commit / push of mostly unchanged html pages,0
1188,564,34f925b,2014-03-27 17:29:36,PBC for angle and torsion calculations (fixes Issue 172),1
1190,566,1d4c599,2014-03-29 02:54:50,Merge branch 'NamedSel' into develop,0
1191,63,719e468,2014-03-29 03:52:31,issubclass vs. isinstance fix (Issue 176),1
1194,570,627e357,2014-04-03 10:45:58,Merge branch 'develop' into issue/172,0
1195,571,23b8533,2014-04-03 11:03:19,Fixed up issue172 fix,1
1208,584,89c9a68,2014-05-26 11:51:55,regenerated docs with sphinx,0
1209,585,8e5bc9f,2014-05-26 13:57:20,fixed residues/segments in Merge(),1
1211,587,2d301d9,2014-05-26 14:13:57,rebuilt html docs,0
1212,588,5546063,2014-06-05 23:55:43,fixed setup.py: correctly parse cython strings,1
1220,596,39e911f,2014-07-01 15:24:18,elements table: additional name guesses (inspired by PROPKA),0
1221,597,b3d88bb,2014-07-03 22:09:08,changes to IOError error codes for Windows compatibility (see Issue 150),1
1222,598,cad2cf9,2014-07-08 19:12:55,WIP: Issue 187,0
1223,599,ff0e5d0,2014-07-08 19:58:10,-resolves Issue 188 regarding Helanal Finish argument: -new unit test for fix: basically raise an Exception to indicate that Finish time specified by user is before the trajectory start time,1
1227,603,4ae9f7a,2014-08-30 12:14:35,Reworked Topology system,0
1228,604,f583423,2014-09-18 09:12:32,TRJ Reader Fix,1
1234,610,f99af32,2014-10-18 01:21:03,deprecated topology.LAMMPS.LAMMPSData (now that we have proper Data parsing),0
1235,611,2ebcae2,2014-10-21 17:32:15,correct reading/writing of DCD unit cell information (fixes Issue 187),1
1245,621,2b7ac7d,2014-12-02 21:29:14,Merge branch 'alfred532008-tpr' into Issue/184,0
1246,78,157526,2014-12-02 21:56:00,update CHANGELOG (Issue 184 fixed),1
1246,78,157526,2014-12-02 21:56:00,update CHANGELOG (Issue 184 fixed),0
1247,622,0157526,2014-12-02 21:56:53,update CHANGELOG (Issue 184 fixed),1
1255,630,0fd4509,2014-12-03 16:47:21,tests: include missing test files into package (data/mol2/  data/capping/  LAMMPS DATA),0
1256,631,c5316bb,2014-12-04 22:53:13,Fixes for Lammps data parser,1
1257,632,ee2f377,2014-12-04 22:54:43,Merge branch 'develop' of https://code.google.com/p/mdanalysis into develop,0
1258,633,a364eef,2014-12-07 20:33:26,Fixes to lammps data parser,1
1259,634,2dee173,2014-12-16 00:30:45,Merge branch 'feature_wrap' into develop,0
1260,91,228236,2015-01-06 22:25:00,Fixes for Issue 201,1
1260,91,228236,2015-01-06 22:25:00,Fixes for Issue 201,0
1261,635,0228236,2015-01-06 22:25:08,Fixes for Issue 201,1
1261,635,0228236,2015-01-06 22:25:08,Fixes for Issue 201,0
1262,636,a6c31a8,2015-01-07 16:54:13,docs: fixed generated links in selections docs,1
1263,637,5e28702,2015-01-07 18:58:42,Unit test for Issue 193,0
1264,638,a193ab8,2015-01-07 23:33:09,Fixes Issue193,1
1266,640,4d52ef7,2015-01-10 12:28:21,Timestep dimension setting,0
1267,641,00952ec,2015-01-11 13:10:19,Fixes Issue203,1
1274,648,5a3ae86,2015-01-15 18:14:47,regenerated html docs,0
1275,649,cfdcdee,2015-01-20 17:31:23,fixed DMS Timestep: unitcell now initialized with 0s instead of Nones,1
1282,656,09b18ed,2015-01-27 17:01:39,XTC and TRR files now write offsets to disk.,0
1283,657,759b06b,2015-02-01 12:05:12,Fixes Issue 199: FutureWarning from numpy in pyqcprot,1
1285,659,852ebae,2015-02-02 11:48:02,Removed unnecessary if in atomgroup_intersection,0
1286,660,9fa476c,2015-02-02 11:50:48,Fixed TRZ reader not iterating properly,1
1289,663,e01b6ec,2015-02-09 14:59:00,Tagged tests from Issue 202 as known failures for now,0
1290,664,e61eebb,2015-02-12 22:28:31,added energy units and conversion (fixes Issue 214),1
1296,669,d943895,2015-02-16 11:35:28,Reworked AtomGroup & Topology repr methods,0
1297,670,1174293,2015-02-16 11:38:43,fixed UTF-8 Angstrom symbol in core.units,1
1316,689,04f5132,2015-03-01 00:34:18,Improved performance of creating residuegroup from AG,0
1317,690,c7c417d,2015-03-05 00:04:51,Fixes Issue 208,1
1321,694,4b395f4,2015-03-06 00:23:47,Merge branch 'feature-persistentoffsets' into develop,0
1322,695,0dc7c6a,2015-03-06 00:25:10,Fixed GROParser not stripping atom and residue names,1
1322,695,0dc7c6a,2015-03-06 00:25:10,Fixed GROParser not stripping atom and residue names,0
1323,696,e98a82f,2015-03-11 17:14:12,fixed a FutureWarning: comparison to `None` will result in an elementwise object comparison in the future.,1
1324,697,dec267d,2015-03-12 11:05:11,maintainer script for coverage reporting,0
1325,698,489765f,2015-03-12 12:41:23,reST fixes in the doc strings,1
1336,709,bf511f5,2015-03-13 11:27:15,Removed incorrect test,0
1337,710,a1063ee,2015-03-13 12:11:37,Fixed DMSTimestep initial unitcell being wrong,1
1337,710,a1063ee,2015-03-13 12:11:37,Fixed DMSTimestep initial unitcell being wrong,0
1338,711,6dd4ca9,2015-03-13 12:11:37,Fixed DMSTimestep initial unitcell being wrong,1
1338,711,6dd4ca9,2015-03-13 12:11:37,Fixed DMSTimestep initial unitcell being wrong,0
1339,712,5e98c08,2015-03-13 17:04:02,fixed failing tests in  test_modelling,1
1339,712,5e98c08,2015-03-13 17:04:02,fixed failing tests in  test_modelling,0
1340,713,b5581dc,2015-03-13 17:04:02,fixed failing tests in  test_modelling,1
1340,713,b5581dc,2015-03-13 17:04:02,fixed failing tests in  test_modelling,0
1341,715,d59c895,2015-03-17 10:58:36,Shebang lines fixed,1
1341,715,d59c895,2015-03-17 10:58:36,Shebang lines fixed,0
1342,714,5a45de1,2015-03-17 10:58:36,Shebang lines fixed,1
1342,714,5a45de1,2015-03-17 10:58:36,Shebang lines fixed,0
1343,716,2495473,2015-03-17 11:38:03,fixed comparisons of array to None in distances_parallel,1
1344,717,ef89319,2015-03-17 11:41:30,"changed ""if ts == None"" to ""if ts is None"" (for consistency)",0
1345,718,ceefe75,2015-03-17 11:53:13,removed duplicated testcase in test_util and fixed potential segfaulting test,1
1348,721,121a42a,2015-03-17 13:55:49,version updated to 1.0.0-dev and doc regenerated accordingly,0
1349,722,8f4d1bf,2015-03-17 14:46:10,Fixed TRR coordinate access via _y and _z (Issue 224),1
1351,724,e0585ae,2015-03-19 15:05:29,Added ability to read XYZ files without topology file,0
1352,725,685bb52,2015-03-19 18:39:37,Fixed an incorrect requirement for hbond autocorrel tool,1
1356,729,3a9fd6a,2015-03-22 17:14:50,updated .gitignore,0
1357,730,b5efcf0,2015-03-22 22:42:40,fixed cached decorator breaking function docs,1
1361,734,b4a70b5,2015-03-24 18:30:12,Many different code corrections according to code review (on Issue 228). Inculding: testsuites for topology reader were added. testsuites for topology reader were modified.,0
1362,735,03305b2,2015-03-26 16:20:29,TestGMSReader: fixed error (gms.gz data files were not included),1
1367,739,1763454,2015-03-27 22:49:07,version changed to 0.9.2-dev. Documentation regenerated accordingly,0
1368,740,0fce209,2015-03-28 08:35:45,Fixed Documentational for recent changes,1
1375,746,0765aec,2015-04-07 02:09:58,Atoms can now set/get force & velocity,0
1376,9,26ca924,2015-04-07 02:28:32,Fixed up docs on new Atom methods,1
1383,754,dde819a,2015-04-08 18:37:39,more Google Code link cleanup,0
1384,755,9ead510,2015-04-09 00:40:28,fixed imports in TPR parser,1
1389,21,88e7694,2015-04-10 12:33:24,Added wrap method to AtomGroup,0
1390,22,c9cc016,2015-04-12 20:11:03,Fixes to documentation,1
1394,764,30a1d5c,2015-04-16 16:58:44,Merge branch 'develop' of github.com:MDAnalysis/mdanalysis into develop,0
1395,26,01f3a9c,2015-04-19 21:19:19,test_selections.py tests updated to properly close trajectory objects (was causing unit tests to fail on some systems due to open file descriptor limit),1
1411,781,c4de5de,2015-04-28 21:51:50,Merge branch 'develop' of github.com:MDAnalysis/mdanalysis into develop,0
1412,782,3e02ee9,2015-04-29 02:49:02,Added the 'same ... as' selection keyword (Fixes #217),1
1412,782,3e02ee9,2015-04-29 02:49:02,Added the 'same ... as' selection keyword (Fixes #217),0
1413,783,566f3ee,2015-04-29 02:49:02,Added the 'same ... as' selection keyword (Fixes #217),1
1418,788,b2d70dd,2015-05-01 15:25:46,Added SingleFrameReader,0
1419,789,7d2e276,2015-05-01 15:27:35,Fixed failure when time not present in INPReader,1
1423,793,45bb4ee,2015-05-05 11:24:46,Cleaned up coordinates/PDB,0
1424,794,1438f59,2015-05-06 00:21:40,Fixed MDAnalysisTest not installing inpcrd data,1
1427,797,e72df36,2015-05-11 09:03:39,Merge branch 'develop' of github.com:MDAnalysis/mdanalysis into develop,0
1428,798,0d1220f,2015-05-11 10:48:53,better error messages for topology and coordinate formats (Issue #266),1
1428,798,0d1220f,2015-05-11 10:48:53,better error messages for topology and coordinate formats (Issue #266),0
1429,799,6736ddb,2015-05-12 23:08:41,Fixes Issue #273,1
1434,804,29df17b,2015-05-15 18:09:28,Doc & pep8 fixup for core.distances,0
1435,805,cea341f,2015-05-15 18:16:12,Minor fixes to some docs,1
1437,806,135dc55,2015-05-16 23:06:28,Added MDAnalysis.lib._distances_openmp,0
1438,808,40404f5,2015-05-17 18:07:40,Fixed empty Universe not having topology dict,1
1440,810,00b00dc,2015-05-18 10:52:09,Started translating core.transformations doctests into unit tests,0
1441,811,e77de5c,2015-05-18 11:21:51,Fixed core/distances,1
1453,823,987a412,2015-05-20 18:05:58,fixes/enhancements for analysis.align,0
1454,824,04a8f70,2015-05-20 18:58:35,merged develop (fixed CHANGELOG conflicts),1
1455,825,bc3db2c,2015-05-20 18:59:00,Merge branch 'feature-improvedPDB' into develop,0
1456,826,1d86042,2015-05-20 21:36:19,Final fixes,1
1464,834,129497e,2015-05-22 11:50:37,Merge branch 'develop' into gh-pages,0
1465,835,cd5583b,2015-05-22 12:12:33,reST fixes (align and psa) and CHANGELOG fix,1
1467,837,eea3d60,2015-05-22 12:19:06,Merge branch 'develop' of github.com:MDAnalysis/mdanalysis into develop,0
1468,838,c707706,2015-05-22 12:27:09,more reST fixes in analysis.psa,1
1472,842,af18501,2015-05-25 22:23:01,Removed analysis from coverage report,0
1473,0,d2f6900,2015-05-25 22:51:37,fixed requirement for numpy (>=1.4.0) in setup.py,1
1475,844,6bd2b6b,2015-05-26 11:49:43,More tests for core.transformations,0
1476,845,696c991,2015-05-26 12:36:38,Fixes for 2.6 compat,1
1487,2,8026e6c,2015-05-29 10:42:19,Changed Timestep constructor to only accept integer argument (defines size of Timestep),0
1488,855,06c93bc,2015-06-01 18:40:01,Version changed to 0.10.0  date on CHANGELOG fixed and documentation regenerated,1
1497,11,e299f1f,2015-06-06 21:13:48,Added DL_Poly CONFIG parser,0
1498,12,4455e7d,2015-06-06 21:19:37,Fixed missing docs for DLPolyParser,1
1506,20,ba7ddc0,2015-06-09 11:09:24,Merge branch 'develop' into feature-newtimestepconstructor,0
1507,21,79038a7,2015-06-09 15:15:21,Added corrected suggestions in #295. Documentation fixed and updated.,1
1519,33,0d6b32d,2015-06-11 17:49:22,Added RMSF analysis class analysis.rms.RMSF (closes Issue #288),0
1520,34,36ecc1d,2015-06-11 18:10:35,Fix for TRZWriter issue,1
1520,34,36ecc1d,2015-06-11 18:10:35,Fix for TRZWriter issue,0
1521,35,7078b8b,2015-06-11 18:43:02,HydrogenBondAnalysis checks selections (fixes #296),1
1532,46,d77bd84,2015-06-14 18:57:37,-adjusted test_analysis.py to replace a relative import with an absolute import so that both nosetests test_analysis:Test_Helanal and nosetests test_analysis.py:Test_Helanal call signatures work,0
1533,47,fd50fb7,2015-06-15 11:06:37,Fixes for TRZWriter when handling non TRZ Timestep,1
1546,60,d421e8b,2015-06-15 23:04:34,Merge pull request #316 from MDAnalysis/feature-hbonds,0
1547,61,67b3a26,2015-06-16 01:54:54,README: fixed link/text in footnote,1
1560,74,e722cee,2015-06-19 16:21:02,Removed Python 2.6 travis temporarily,0
1561,75,67e7e5c,2015-06-19 17:11:57,Fixed XYZ format acting as standalone topology & coordinates,1
1568,82,19c2b7c,2015-06-22 11:30:54,Addressed comments on pull-request #321,0
1569,83,8059156.0,2015-06-22 12:43:59,Fixed up XYZReaderAsTopology test,1
1578,92,21d48cc,2015-06-23 02:54:10,test_imports: test each test_*.py file individually,0
1579,93,4a3bdd1,2015-06-23 03:17:46,reST fixes throughout,1
1581,95,77b4b52,2015-06-23 09:43:31,Touched up SingleFrameReader tests,0
1582,96,ffe3724,2015-06-23 12:08:30,fixed reST/LaTeX in PSA (closes #325),1
1585,99,db49272,2015-06-24 02:41:41,Overhaul of the test subsystem.,0
1586,100,5dcf427,2015-06-24 14:22:54,Fixed bug and added DivisionByZero exception in analysis/waterdinamics.py in SurvivalProbability class.,1
1600,114,71a3e67,2015-06-29 17:40:54,docs: purged last remnants of Google Code links,0
1601,115,6ead85a,2015-06-29 19:01:47,fixed parsing of PDB header data for PrimitivePDBReader (closes #332),1
1616,130,6a1a004,2015-07-09 00:07:13,Merge pull request #339 from MDAnalysis/feature-distancesmove,0
1617,131,9bad485,2015-07-09 03:09:15,Fixed wrong knownfailure import,1
1618,132,77d3b04,2015-07-09 03:37:12,Addressed comments on PR #340,0
1619,133,4a28364,2015-07-09 03:54:57,"Fixed treatment of ""label"" argument. Cleaned up.",1
1624,138,c84eacf,2015-07-09 11:50:57,Added new memleak testing to travis testing,0
1625,139,30b11a0,2015-07-09 17:52:28,Fixes nose call that caused coverage misreporting (#341),1
1625,139,30b11a0,2015-07-09 17:52:28,Fixes nose call that caused coverage misreporting (#341),0
1626,140,263bcc8,2015-07-10 01:24:16,Increasing nose's version to try to definitely solve the coverage problem,1
1647,161,73c03cd,2015-07-15 16:06:58,MDAnalysis.selection testing (partially addresses #353),0
1648,162,38c08f8,2015-07-15 16:23:20,Fix for TPRParser,1
1656,170,27d10b0,2015-07-17 18:50:32,Final updates to make_whole following review,0
1657,171,9ca6ee6,2015-07-18 00:39:57,analysis.nuclinfo fix and more tests,1
1667,181,44e2fa5,2015-07-20 20:09:11,Merge pull request #358 from MDAnalysis/feature-triclinic_dimensions,0
1668,182,5bdbb47,2015-07-21 11:43:01,Closes Issue 310: Fixed doc mentions of 1-based frames to 0-based.,1
1671,185,6fea232,2015-07-21 21:52:05,Doc fixup,0
1672,186,a5ecea1,2015-07-22 11:12:01,Fixed usage of format kwarg with Readers,1
1676,190,c11f573,2015-07-23 16:07:23,moved core.qcprot to lib.qcprot,0
1677,191,9b2817d,2015-07-24 00:01:19,reST fixes,1
1678,192,33ad091,2015-07-24 00:01:51,rebuilt docs with sphinx,0
1679,193,5897563.0,2015-07-24 00:06:09,more reST fix (in qcprot),1
1680,194,ce8657d,2015-07-25 15:04:19,MDAnalysis.analysis.distances.contact_matrix docstring has been updated to reflect the data type of the input and the details of the operation of the progress meter.,0
1681,195,b76d506,2015-07-26 01:09:13,Fixes parallel builds in travis. nose>=1.3.7 now required.,1
1714,228,bd3b41c,2015-08-06 13:11:42,hole module: update URLs to Oliver Smarts new site: http://www.smartsci.uk/hole/,0
1715,229,e799580,2015-08-06 13:40:17,HOLE: fixes that CPOINT was ignored,1
1720,234,daa6fa4,2015-08-07 13:51:01,Doc fixup,0
1721,235,be942b2,2015-08-07 17:52:58,fixed spurious test failures in Timestep API tests,1
1733,247,d22da53,2015-08-09 16:46:23,Remove KDTree module,0
1734,248,df56711,2015-08-09 16:58:58,test_topology: fixed deprecated import from core.distances --> lib.distances,1
1737,251,df74125,2015-08-09 17:47:43,regenerated distances_parallel.c,0
1738,252,5b22367,2015-08-09 23:43:17,reST fixes (version  AtomGroup  topology  helanal),1
1747,261,3a16ced,2015-08-14 14:39:05,Added new fixer for MDAnalysis module displacements in 0.11. Passes for new tests added  though I presume this won't tolerate importing MDAnalysis as MDA  etc.,0
1748,262,5bb869e,2015-08-14 15:50:28,New ten2eleven.py module to run MDA 0.10 to 0.11 conversions directly on the command line without copying modules elsewhere. New fixes package directory for holding the fixes.,1
1748,262,5bb869e,2015-08-14 15:50:28,New ten2eleven.py module to run MDA 0.10 to 0.11 conversions directly on the command line without copying modules elsewhere. New fixes package directory for holding the fixes.,0
1749,263,3be2479,2015-08-14 17:33:20,Fixed docstrings for fixes now that copying to standard library dir is no longer needed.,1
1759,273,7de8cb2,2015-08-20 17:08:03,New fixer dealing with torsion to dihedral conversions (Issue#373) involving AtomGroup / atom / universe. Crude examples for testing also added.,0
1760,274,223e381,2015-08-22 11:00:41,Fixes Issue #389,1
1767,281,318c20a,2015-08-23 09:22:01,Add KDTree removal to CHANGELOG,0
1768,282,0b37120,2015-08-23 09:48:49,Fixes for Issue #396,1
1769,283,d0fea1a,2015-08-23 10:58:46,Merge pull request #400 from MDAnalysis/issue-396,0
1770,284,e93f249,2015-08-23 20:29:59,Wrong import in test_pdbqt.py,1
1773,287,3023fa9,2015-08-24 22:39:38,Update sphinx documentation that KDTree is removed,0
1774,288,80078fe,2015-08-24 23:06:33,Fix circular import.,1
1775,289,248b489,2015-08-24 23:13:36,Merge pull request #395 from kain88-de/sklearn-kdtree,0
1776,290,5d34981,2015-08-26 16:07:35,Fixes for Issue #397,1
1778,292,13bac79,2015-08-26 20:46:38,Added .gz to tests,0
1779,293,290b531,2015-08-26 21:10:19,Fixed failing test,1
1780,294,89eebd3,2015-08-27 12:12:34,Added a fixer and corresponding test code for conversion of numframes to n_frames in MDA 0.11 release.,0
1781,295,331f6f4,2015-08-27 12:21:43,Fixed ChainReader and format kwarg,1
1783,297,6d9d0fb,2015-08-27 12:44:32,Added compressed filename checks to get_reader,0
1784,298,5a1f046,2015-08-27 14:44:24,Added Error tests,1
1784,298,5a1f046,2015-08-27 14:44:24,Added Error tests,0
1785,299,2070abf,2015-08-27 15:58:27,Reader _get_dt method  causes problems,1
1788,302,8fe58a8,2015-08-28 16:14:54,Added new fixer and associated test code for MDA 0.11 calc_torsions() -> calc_dihedrals() conversion.,0
1789,303,1c6fcfa,2015-08-28 23:34:42,Fixes issue #385,1
1793,307,7cdff97,2015-08-31 10:32:30,Added deprecation warnings to use of old singular setters for AtomGroups,0
1794,308,e059ad9,2015-08-31 12:08:56,Fixed failing test,1
1794,308,e059ad9,2015-08-31 12:08:56,Fixed failing test,0
1795,309,6d8a712,2015-08-31 12:27:34,Fixed circular reference to reader causing memleak,1
1799,313,63541a4,2015-09-02 12:22:25,Adjusted agsetterpluralization fixer to handle more pathological test case that was causing issues in the unit tests.,0
1800,314,ed31912,2015-09-04 10:22:18,Missed camelCase fix,1
1801,315,06fbc36,2015-09-04 10:37:53,Merge pull request #408 from MDAnalysis/missedcamelcase,0
1802,316,145f31f,2015-09-04 10:42:31,Fix for align_principalAxis,1
1805,319,30ab3db,2015-09-04 11:28:25,Initial efforts to place warning comments before .frame lines. Still needs work to deal with parentheses in prefix  etc.,0
1806,320,ccef352,2015-09-04 11:30:28,Richard's extra align_principalAxis camelcase fix.,1
1806,320,ccef352,2015-09-04 11:30:28,Richard's extra align_principalAxis camelcase fix.,0
1807,321,ca45456,2015-09-04 14:01:52,Some fixes for TopologyGroup,1
