,index,hash,time,message,buggy
2927,14,1d2d2e2,2010-11-09 20:45:59,Fixing ExodusII output for element numbering and sidesets in AMR meshes,1
2933,20,ab9eba7,2010-11-10 20:05:34,Disable examples that don't work with single precision,0
2934,21,89270f5,2010-11-10 22:22:46,Fixing elem_num_map for multiple subdomain cases,1
2936,23,3cdd4e5,2010-11-13 20:58:18,Bugfix for disabled ExodusII builds,0
2937,24,7b07a8a,2010-11-13 20:59:13,Some (incomplete) fixes for --enable-tripleprecision,1
2939,26,fafb131,2010-11-15 17:46:53,Bugfix for configure-time name conflict with mpich2,0
2940,27,8bd12a3,2010-11-15 18:50:46,Creating libMesh 0.7.0.3 with the fix for the parallel AMR on Hierarchics bug,1
2941,28,bb7d541,2010-11-15 21:16:30,Moved truth_outputs resizing in RBSystem to initialize_RB_system,0
2942,29,be0d72e,2010-11-15 21:50:09,Fix unit tests for Real==float case,1
2950,37,ca25299,2010-11-18 18:03:18,Moved output dual norm calculations from initialize_RB_system into train_reduced_basis.,0
2951,38,9c3e157,2010-11-18 22:45:58,Added flag in transient_rb_system to ensure that we only compute projection errors in truth_solve if the truth solve is called during train_reduced_basis. Otherwise this call is unnecessary.,1
2955,42,042e497,2010-11-22 16:58:08,libmesh::out --> libMesh::out,0
2956,43,ea17330,2010-11-24 07:31:25,Subset stuff didn't compile with PETSc < 3.0.0  fixed this now.,1
2958,45,de78757,2010-11-30 20:54:00,Adding is_identity  set_off_diagonal_weight methods to SystemNorm,0
2959,46,1cbf111,2010-11-30 21:09:07,Patch (mostly from Vikram) for AdjointResidualErrorEstimator evaluations using a matrix SystemNorm,1
2963,50,db93b17,2010-12-02 02:55:43,Allow differing SLEPc/PETSc version numbers - that seems to be the default on Ubuntu right now!,0
2964,51,e901c78,2010-12-02 03:03:33,Patch from Boyce Griffith to fix multiple BC ID I/O.,1
2964,51,e901c78,2010-12-02 03:03:33,Patch from Boyce Griffith to fix multiple BC ID I/O.,0
2965,52,1c27953,2010-12-02 03:54:25,configuration fix from Erik Zeek for PETSc prefix (no PETSC_ARCH) case,1
2965,52,1c27953,2010-12-02 03:54:25,configuration fix from Erik Zeek for PETSc prefix (no PETSC_ARCH) case,0
2966,53,912c8b8,2010-12-02 18:02:48,Patch from Boyce Griffith to fix various bugs with multiple BC ID cases.,1
2966,53,912c8b8,2010-12-02 18:02:48,Patch from Boyce Griffith to fix various bugs with multiple BC ID cases.,0
2967,54,dfc54e1,2010-12-02 18:14:10,Fix PointLocator for --enable-2D-only,1
2993,80,a597ce5,2011-01-11 16:56:52,"Bugfix from Aleksej Saushev for non-portable ""=="" in test",0
2994,81,6b28b18,2011-01-11 17:44:32,Typo fix,1
2995,82,043d905,2011-01-11 17:53:48,Bugfix for recent OStreamProxy change,0
2996,83,6c83aec,2011-01-11 19:10:39,Fixed name demangling issue for Mac GCC users,1
3001,88,2fbfa43,2011-01-12 18:53:40,More explicit initializations in constructors  return *this from an operator=,0
3002,89,5f32345,2011-01-13 18:20:27,Fixing overzealous (in periodic boundaries case) assertion,1
3015,102,bd9bcb6,2011-01-20 20:13:24,"Added configure test for C99 ""restrict"" keyword support in C++ compilers.",0
3016,103,6c691f6,2011-01-20 20:32:41,fixed a bug where subdomain restricted variables may not be completely numbered in parallel,1
3016,103,6c691f6,2011-01-20 20:32:41,fixed a bug where subdomain restricted variables may not be completely numbered in parallel,0
3017,104,58c65ca,2011-01-21 19:54:11,Fixing peroidic boundary conditions for selected variables,1
3017,104,58c65ca,2011-01-21 19:54:11,Fixing peroidic boundary conditions for selected variables,0
3018,105,a643da2,2011-01-27 18:32:00,Fixing incorrect child vertex number for Hex elements - this is the source of the broken 3D AMR sidesets on Hex meshes,1
3025,112,03f7b2c,2011-02-03 19:40:30,Adding new examples to documentation menus,0
3026,113,093dc2d,2011-02-03 19:54:08,Tagging 0.7.0.4 release with Hex AMR boundary id fix,1
3027,0,079b2d3,2011-02-03 22:19:23,Use one fewer refinements by default for a quick test,0
3028,1,dd62111,2011-02-03 22:26:48,Fix new examples for --enable-complex,1
3033,6,08e2bd9,2011-02-09 17:03:33,Include header for numeric_limits directly,0
3034,7,3884f44,2011-02-09 17:04:17,If someone tries to load a mesh of unsupported dimension  a sensible error at read time is better than a nasty error during postprocessing,1
3035,8,7277c9d,2011-02-15 18:05:42,Removing DiffContext::request_jacobian - DiffSystem never got around to making it non-redundant or even using it  and the other systems might never want to use it.,0
3036,9,1eb54e9,2011-02-15 21:10:11,Fixing bugs in Exodus writer/Iterators must be used if elements are deleted in the mesh,1
3037,10,d28e1c4,2011-02-16 19:00:09,A few more iterator updates in the Exodus interface,0
3038,11,ca48d5c,2011-02-21 17:11:25,Fixes from Roman Vetter for data imprecision  bugs in VTK output,1
3041,14,94cd042,2011-02-23 21:29:02,Checking in a major revision to rbOOmit. 1) Added RBEvaluation (and subclasses)  which factors out the parts of RBSystem needed to perform an RB_Solve. 2) Added RBComponent and related classes which allows us to connect RB models together using a substructuring approach.,0
3042,15,469c37f,2011-02-23 21:41:52,small fix for complex number support,1
3044,17,6c7e250,2011-02-24 02:36:11,updated config.guess and support for gcc-4.6,0
3045,18,951fab2,2011-02-24 16:34:44,Fix compilation failures in no-slepc  no-glpk cases,1
3047,20,a8d14ca,2011-02-25 23:38:06,Changed initialize_calN_dependent_data to initialize_mesh_dependent_data  a more descriptive name. Also  small change to argument list for constructors in (QN)TransientRBEvaluation.,0
3048,21,8eb53c8,2011-02-28 21:25:22,Fix for Tet10::has_affine_map() based on patch from Johannes Huber,1
3048,21,8eb53c8,2011-02-28 21:25:22,Fix for Tet10::has_affine_map() based on patch from Johannes Huber,0
3049,22,83d7f94,2011-02-28 23:23:34,Patch from Roman Vetter for (serial) VTK output of parallel data.,1
3049,22,83d7f94,2011-02-28 23:23:34,Patch from Roman Vetter for (serial) VTK output of parallel data.,0
3050,23,8b4bc0a,2011-03-01 17:56:01,Patch based on Vikram Garg's work to enable patch recovery of seminorm errors based on individual gradient components,1
3052,25,dcbb990,2011-03-01 20:32:27,Switch a couple non-adaptive examples to VTKIO now that that works in parallel.,0
3053,26,7b0273a,2011-03-01 23:07:24,Fix for uses of topological_neighbor() that could break down on some partitionings.,1
3054,27,817d7dd,2011-03-02 16:03:51,Checking in David Andrs' changes to PetscVector for detecting whether the type is ghosted or MPI.,0
3055,28,284c2f6,2011-03-02 17:02:04,VTKIO fix for LIBMESH_DIM < 3,1
3055,28,284c2f6,2011-03-02 17:02:04,VTKIO fix for LIBMESH_DIM < 3,0
3056,29,b420237,2011-03-02 17:23:36,PetscVector changes compilation fix,1
3061,34,39db53d,2011-03-04 03:41:17,Added LAPACK-based svd to DenseMatrix,0
3062,35,e47886c,2011-03-04 03:49:20,PETSc convergence reasons patch from Roman Vetter,1
3062,35,e47886c,2011-03-04 03:49:20,PETSc convergence reasons patch from Roman Vetter,0
3063,36,83755bb,2011-03-04 03:58:10,Patch from Roman Vetter (and comments from myself) allowing System::project_vector to handle new element creation,1
3064,37,8e587c0,2011-03-04 16:15:09,Get rid of a magic number  sign conversion warning,0
3065,38,01e4298,2011-03-04 16:51:01,Compilation fix for --enable-complex,1
3068,41,56b2826,2011-03-07 15:35:28,Make these headers pass the test_headers.sh script.,0
3069,42,c2e2c8a,2011-03-07 16:55:20,Fixed shell coloring for Mac systems  may have been using a linux-specific syntax before?,1
3070,43,7bc78ba,2011-03-07 18:54:41,This class must be #ifdef'd out if SLEPC and GLPK are not available  since it depends on QNTransientRBSystem  which is also #ifdef'd out if those classes are not available.,0
3071,44,3ddb2e3,2011-03-07 23:33:12,Added CondensedEigenSystem  which solves eigenvalue problems with specified dofs removed. This is convenient for solving eigenvalue problems with Dirichlet boundary conditions  for example.,1
3074,47,4ad02b7,2011-03-08 20:21:49,NewtonSolver can exit line search early if it's only looking for finite residuals and it's already got one.,0
3075,48,bf79775,2011-03-08 22:48:24,Fix for iteration count reporting when maximum iteration count is reached,1
3079,52,79ea7dc,2011-03-09 21:29:10,David added exodus flush commands in several places.,0
3080,53,908bd0b,2011-03-09 22:44:32,Throw an error if the output directory hasn't already been created in RBSystem::write_output_data_to_files,1
3084,57,b32df14,2011-03-11 21:29:48,Adjoints examples : Removed some now-redundant casts,0
3085,58,95e0bd9,2011-03-11 22:24:59,Replacing dynamic_cast with libmesh_cast where appropriate - depending on the error checking replaced this will either lead to slightly more efficient NDEBUG runs or slightly more run-time checking in debug mode runs.,1
3088,61,ea12407,2011-03-11 23:44:17,Use an actual defined FEMNormType in comment...,0
3089,62,e81014b,2011-03-12 04:20:55,fixed colors,1
3100,73,3216b91,2011-03-14 16:19:20,Get away with only a forward declaration of Partitioner in mesh_base.h.,0
3101,74,e86f48c,2011-03-14 18:22:04,Build debug-only virtual functions even in non-DEBUG modes  or Boyce & John see messed up vtables and strange errors when DEBUG and non-DEBUG object files are mixed.,1
3102,75,2fc68d0,2011-03-14 18:38:12,Use libmesh_CPPFLAGS when building example object files too,0
3103,76,e16f43d,2011-03-15 03:07:18,Fixing Petsc 3.1.0 logic error in libMesh,1
3107,80,efe9906,2011-03-17 20:09:44,Added code to read in the boolean initialize_mesh_dependent_data from file,0
3108,81,c5c80db,2011-03-17 22:08:02,Fix for overzealous assertion that could be triggered on some BoundaryMesh elements,1
3118,91,9033b00,2011-03-21 17:01:31,Reinstating Friday's changes  but with the Parameters::have_parameter behavior (in a HAVE_RTTI context) restored to prevent MOOSE regressions,0
3119,92,31ae4dd,2011-03-21 20:01:50,Added fix suggested by Vetter Roman.,1
3123,96,ae83615,2011-03-23 15:16:47,Semicolons are our friends.,0
3124,97,12dc3e0,2011-03-23 21:34:34,Fixed missing STOP_LOGs in some of the RB classes.,1
3126,99,65beeb5,2011-03-24 13:16:35,Made attach_output virtual in RBSystem.,0
3127,100,493ef16,2011-03-24 15:46:19,Added Jed Brown's patch fixing MatZeroRows for PETSc 3.1.1+,1
3127,100,493ef16,2011-03-24 15:46:19,Added Jed Brown's patch fixing MatZeroRows for PETSc 3.1.1+,0
3128,101,bee399b,2011-03-24 16:24:13,Jed Brown's updated ISCreateLibMesh patch.,1
3129,102,33965a5,2011-03-24 17:58:06,Forward Partitioner declaration was causing some compiler warnings,0
3130,103,822ddbc,2011-03-24 18:00:34,Fix for error message,1
3131,104,9ec6f96,2011-03-24 19:09:37,Added a short-circuit for RBSystem::compute_output_dual_norms when we don't have any outputs,0
3132,105,97bad34,2011-03-24 21:24:45,Fixing VTKIO memory leak/memory corruption bugs  moving an unnecessarily heap'ed array to the stack.,1
3132,105,97bad34,2011-03-24 21:24:45,Fixing VTKIO memory leak/memory corruption bugs  moving an unnecessarily heap'ed array to the stack.,0
3133,106,cb8127c,2011-03-24 21:44:07,Bugfixes for ParallelMesh  plus a more general correction to the last VTKIO fix,1
3141,114,dece5d1,2011-03-28 18:14:12,Revert to strtok_r for now,0
3142,115,bb601ea,2011-03-28 19:21:27,An fopen failure isn't an internal problem to assert away  it's something to always test and potentially throw a file error exception for.,1
3144,117,2b7e018,2011-03-30 14:20:37,Replaced usage of strtok_r with std::string operations.  strtok_r is deprecated on some systems and is not available on some flavors of Cygwin.,0
3145,118,2a8e2de,2011-03-30 16:15:50,include <time.h>  this error was discovered on cygwin.,1
3145,118,2a8e2de,2011-03-30 16:15:50,include <time.h>  this error was discovered on cygwin.,0
3146,119,48ab641,2011-03-30 16:36:44,Some small changes to the RB classes. In particular  made residual_scaling_denom return alpha_LB rather than sqrt alpha_LB  since that is the appropriate default for a coercive problem.,1
3150,123,8bc3d84,2011-03-31 21:03:13,Disable example VTKIO(ParallelMesh) output until we can get that working,0
3151,124,ee637d6,2011-03-31 21:04:09,Disable adaptive coarsening examples when --enable-parmesh is on until that bug is fixed,1
3151,124,ee637d6,2011-03-31 21:04:09,Disable adaptive coarsening examples when --enable-parmesh is on until that bug is fixed,0
3152,125,a75d28a,2011-03-31 21:06:34,Bug fixes and workarounds for serial output of ParallelMesh.  We no longer require the user to allgather() by hand  so now ParallelMesh users can use serializing I/O safely and will benefit when it gets more parallelized under the hood.,1
3153,126,fd15305,2011-03-31 21:35:45,MeshData is now libmesh_deprecated(),0
3154,127,7dc88e4,2011-03-31 22:32:55,Bug fix for ambiguous var name,1
3154,127,7dc88e4,2011-03-31 22:32:55,Bug fix for ambiguous var name,0
3155,128,9b553c3,2011-04-01 04:11:43,Added Parallel::barrier() to synchronize before creating an Xdr object to avoid errors in parallel.,1
3155,128,9b553c3,2011-04-01 04:11:43,Added Parallel::barrier() to synchronize before creating an Xdr object to avoid errors in parallel.,0
3156,129,a06d489,2011-04-01 11:51:41,Fixes for compiler warnings,1
3156,129,a06d489,2011-04-01 11:51:41,Fixes for compiler warnings,0
3157,130,7ea67da,2011-04-01 20:27:52,Fixed incorrect if-statement in boundary_id() and boundary_ids() functions.,1
3167,140,a039a2a,2011-04-06 23:30:09,System::print_info now outputs some DofMap information about sparsity and constraints,0
3168,141,f0d00d8,2011-04-07 17:57:59,Changed some DenseMatrix methods so they behave with empty matrices. rbOOmit change: Modified the train_reduced_basis method so that it starts with N=0  also had to change RB_solve so it works for N=0  changed default error bound mode to absolute rather than relative.,1
3169,142,ae0f470,2011-04-07 22:19:52,rbOOmit change: added resize_RB_data in RBEvaluation  which clears and resizes all the data that depends on the reduced basis space. This allows us to change the amount of data a given RBEvaluation can hold.,0
3170,143,9b8ca55,2011-04-08 13:22:07,fix newline warning,1
3170,143,9b8ca55,2011-04-08 13:22:07,fix newline warning,0
3171,144,cfbe357,2011-04-08 15:16:57,return value warning on gcc-4.1 fixed.,1
3175,148,eb2b119,2011-04-11 20:33:01,Don't call ex_get_side_set unless there are sidesets to get  otherwise Exodus prints an annoying warning.,0
3176,149,4fd7960,2011-04-11 21:20:51,Fixed overzealous assert.,1
3181,154,cc162e2,2011-04-13 14:22:17,Call base class copy constructor  otherwise compiler warns in dbg mode...,0
3182,155,f6a6c0e,2011-04-13 19:37:04,Fix for false negatives in Tet::is_child_on_side,1
3185,158,95a2a09,2011-04-13 19:59:49,Nemesis no longer trusts the input file to tell it the mesh dimension... instead it determines that from the dimensions of all the elements it actually reads in.,0
3186,159,a5c4515,2011-04-14 14:08:04,Fix memory leak reported by valgrind.,1
3187,160,83a87df,2011-04-14 14:17:46,avoid cast warning on gcc-4.1,0
3188,161,330cf38,2011-04-14 16:17:37,Derek's fixes for ParallelMesh stuff.,1
3194,167,f7f4054,2011-04-15 14:49:27,avoid divide by 0 for explicit sytems,0
3195,168,1f8f0da,2011-04-15 15:28:29,Derek's fixes for --disable-amr.,1
3198,171,6b8356e,2011-04-15 18:05:12,Revert accidental turning on of verbose mode in Nemesis_IO.,0
3199,172,6044fd0,2011-04-19 07:23:18,Fix for --disable-amr --disable-periodic,1
3204,177,6.421e+54,2011-04-19 19:10:08,We want to use LIBMESH_OPTIONS everywhere - start_in_debugger is nice...,0
3205,178,a29c0c8,2011-04-19 20:16:35,Fix for now-overzealous assertion: we can read_additional_data even on systems with already-initialized vectors.,1
3206,179,2e05bbd,2011-04-19 20:30:15,Disable some AMR-only examples when --disable-amr is used,0
3207,180,f7ef34d,2011-04-19 20:34:22,Fix for inefficient send_list bug with --disable-amr,1
3210,183,d379d19,2011-04-20 16:05:56,actually implement BoundingBox::intersect(),0
3211,184,50a0d9a,2011-04-20 18:50:40,Fix for PointLocatorTree application to non-planar 2D meshes,1
3212,185,657f732,2011-04-20 18:55:14,Don't call redistribute  etc. if this is actually a serial mesh but libmesh was configured with --enable-parmesh.,0
3213,186,9da87ec,2011-04-20 19:22:16,Fix global Parallel::set_union() implementation,1
3213,186,9da87ec,2011-04-20 19:22:16,Fix global Parallel::set_union() implementation,0
3214,187,33d27cc,2011-04-20 19:40:27,Fix for how-the-hell-did-this-compile-for-me error in global Parallel::set_union,1
3216,189,b25ee68,2011-04-20 20:47:24,Need to disable ParallelMesh non-serial repartitioning for 0.7.1  it'll need a lot of work before it works with refinement.,0
3217,190,24dfff7,2011-04-20 21:27:44,Fix test for std::hash,1
3217,190,24dfff7,2011-04-20 21:27:44,Fix test for std::hash,0
3218,191,d6c1f84,2011-04-20 21:34:33,Don't catch exceptions in ex26/ex27  we don't expect convergence failures but we do expect possible logic bugs when developing,1
3218,191,d6c1f84,2011-04-20 21:34:33,Don't catch exceptions in ex26/ex27  we don't expect convergence failures but we do expect possible logic bugs when developing,0
3219,192,867d856,2011-04-20 22:02:59,Make sure parallel_only() failures occur at a libmesh_assert() which gives us a nice stack trace  not at a weird internal MPI buffer size mismatch error.,1
3224,197,bdd8aed,2011-04-21 00:47:35,Bugfixes for ParallelMesh copy constructor,0
3225,198,f2f70f7,2011-04-21 01:15:12,Fix for SerialMesh::delete_node(),1
3225,198,f2f70f7,2011-04-21 01:15:12,Fix for SerialMesh::delete_node(),0
3226,199,1b89174,2011-04-21 01:17:20,Fixes for ParallelMesh::all_first_order().  Not good enough to make plot_error() work with a non-serial ParallelMesh  but we're getting closer...,1
3229,202,908c9f7,2011-04-21 17:02:25,Many library changes to optimize  and conform to new stricter --enable-2D-only TypeVector behavior,0
3230,203,5951497.0,2011-04-21 18:29:33,really fix BoundingBox::intersect(),1
3230,203,5951497.0,2011-04-21 18:29:33,really fix BoundingBox::intersect(),0
3231,204,2b6db26,2011-04-21 23:35:43,Fix that BoundingBox::intersect test for LIBMESH_DIM < 3,1
3235,208,a540f5b,2011-04-22 17:01:44,Add some comments to remind us about a thread safety gotcha when we multithread these loops,0
3236,209,6ae8bd3,2011-04-22 17:04:11,Fix and API change to make MeshBase::point_locator() thread-safe,1
3242,0,88d14e5,2011-04-23 07:27:51,add missing include,0
3243,1,2319686.0,2011-04-23 14:08:31,Turn down the analytic Jacobian tolerances so they don't fail on single-precision tests,1
3243,1,2319686.0,2011-04-23 14:08:31,Turn down the analytic Jacobian tolerances so they don't fail on single-precision tests,0
3244,2,a563f62,2011-04-23 15:54:58,Fix for bug in weighted sensitivity solve code when assemble_before_solve was turned off,1
3244,2,a563f62,2011-04-23 15:54:58,Fix for bug in weighted sensitivity solve code when assemble_before_solve was turned off,0
3245,3,f1ed15d,2011-04-23 17:03:32,Fix example 28 for 1D,1
3246,4,44cc4a7,2011-04-23 17:34:47,Work with separate libMesh namespace,0
3247,5,402b556,2011-04-23 19:46:18,Fixes for separate libMesh namespace,1
3247,5,402b556,2011-04-23 19:46:18,Fixes for separate libMesh namespace,0
3248,6,5c6b12d,2011-04-23 23:42:31,Fix a comment typo  mistake,1
3251,9,e5d3a0d,2011-04-24 00:36:24,Add missing initializer,0
3252,10,69cd4aa,2011-04-24 02:20:19,Fix for the previous ParallelMesh::all_first_order fix.  plot_error and ex26 seem to be working with ParallelMesh now.,1
3253,11,b53114c,2011-04-24 02:37:10,Disable blas/lapack use in non-double-precision cases  I'm seeing memory corruption when using this with triple-precision and threading.,0
3254,12,6965656.0,2011-04-24 04:46:25,Fix error message formatting,1
3265,23,70e7f51,2011-04-27 16:37:30,Optimize away transcendental (or even repeated plain arithmetic) FLOPs in PatchRecoveryErrorEstimator,0
3266,24,3636cb8,2011-04-27 21:20:14,Fix status message grammar,1
3271,29,2a164ae,2011-04-28 00:09:51,don't serialize mesh for parallel output formats,0
3272,30,08c7f2d,2011-04-28 00:10:00,fix nemesis filename padding,1
3272,30,08c7f2d,2011-04-28 00:10:00,fix nemesis filename padding,0
3273,31,220c0a4,2011-04-28 00:10:17,Fixed swapped meaning of global_elem_blk_ids and global_elem_blk_cnts.  Removing unused variable warnings.,1
3277,35,8225486.0,2011-04-28 14:43:39,1.) tecio.a support for latest OSX 2.) extended user-provided object support to the nonlinear system and solver interface.  this required creating abstract base classes inside the NonlinearImplicitSystem which the user can derive from to implement residual and jacobian computation.  additionally  the NonlinearSolver was extended to include pointers to user-provided objects of these types.,0
3278,36,c295a9b,2011-04-28 22:53:39,Print error messages to std:err and give more descriptive error message when opening a file fails.,1
3278,36,c295a9b,2011-04-28 22:53:39,Print error messages to std:err and give more descriptive error message when opening a file fails.,0
3279,37,782a229,2011-04-29 01:37:00,Fix for --disable-exodus/nemesis,1
3281,39,af6b234,2011-04-29 19:47:30,Added exodus files to git ignore list.,0
3282,40,07f643e,2011-04-30 04:00:34,Patch from Vikram Garg: Create (and have ImplicitSystem use) LinearSolver::adjoint_solve Override PetscLinearSolver::adjoint_solve to use KSPSolveTranspose Add option to reuse preconditioners Test this option in ex26,1
3285,43,7bf51e6,2011-05-02 22:07:49,Ex4 5 11 13 14 15 18 19 22 25 28 now write out .e files instead of .exd,0
3286,44,2ae531f,2011-05-03 14:28:49,Patch from Boyce Griffith to enable more flexible FE reinit options,1
3286,44,2ae531f,2011-05-03 14:28:49,Patch from Boyce Griffith to enable more flexible FE reinit options,0
3287,45,363502e,2011-05-03 15:45:35,Fixes for segfault  possible caching bug,1
3287,45,363502e,2011-05-03 15:45:35,Fixes for segfault  possible caching bug,0
3288,46,7065b6d,2011-05-03 16:42:51,Slightly more legible fix for caching,1
3288,46,7065b6d,2011-05-03 16:42:51,Slightly more legible fix for caching,0
3289,47,2cbd66d,2011-05-03 17:12:14,Fixes for FEXYZ,1
3291,49,c1e689a,2011-05-05 13:21:34,Bugfix from Boyce Griffith for caching on new edge_reinit,0
3292,50,f2bb451,2011-05-05 17:36:33,New patch (of elements) reuse option to PatchRecoveryErrorEstimator  based on a patch (of software) from Vikram Garg.  Turning this on by default since it's much faster and still gives decent results in our tests.,1
3300,58,63c6f16,2011-05-09 16:19:13,Print lots of element info whenever we get an inverse map convergence failure  and even when we just see an anomously large Newton step,0
3301,59,4472bd1,2011-05-09 17:45:48,Fix get_info/print_info for non-infinite elements,1
3302,60,be8370c,2011-05-09 18:08:10,Removing redundant copy,0
3303,61,99e9477,2011-05-09 18:21:24,Fix for non-on/off QoI weights,1
3305,63,5898d5c,2011-05-09 18:38:37,Make our getter const  now that we've got a separate setter.,0
3306,64,530771f,2011-05-09 18:39:03,Bug fixes for QoISet example,1
3306,64,530771f,2011-05-09 18:39:03,Bug fixes for QoISet example,0
3307,65,5d0342f,2011-05-09 19:27:29,Remove redundant extra error estimate at the end of the adaptive loop  we can put this back when we have an AdjointRefinement or something equally good to demonstrate instead.,1
3309,67,3a8454a,2011-05-09 20:22:17,Restoring old qoi_set() setter API for compatibility,0
3310,68,704dc1e,2011-05-10 18:45:14,Move print_trace() to a terminate_handler - that way it happens for all uncaught exceptions  not just libMesh errors.,1
3312,70,bb3936e,2011-05-12 18:29:35,restructured DofObject internal storage,0
3313,71,f8c2dfe,2011-05-12 18:41:24,only set the old_dof_object if the current system has DOFs.  prevents the case of multiple systems being initialized successively - in the old implementation the first system would initialize and not set the old_dof_object.  then the second system would initialize and set the old_dof_object because the first system had added DOFs.  this fixes that erroneous behavior.,1
3315,73,910f49b,2011-05-12 20:15:14,typedefed the storage to make it easier to play with other allocators later on,0
3316,74,d11affd,2011-05-12 21:02:32,Fix for old off-by-one error in refinement flagging,1
3316,74,d11affd,2011-05-12 21:02:32,Fix for old off-by-one error in refinement flagging,0
3317,75,e998a49,2011-05-12 22:00:16,Fix unused variable warning in fe_map.C,1
3320,78,72683f7,2011-05-13 17:39:00,add boost include path,0
3321,79,f6bba15,2011-05-14 03:23:45,Fix error messages  end unused vars warning,1
3321,79,f6bba15,2011-05-14 03:23:45,Fix error messages  end unused vars warning,0
3322,80,801ab27,2011-05-14 04:56:18,Some fixes (still woefully incomplete) for ParallelMesh adaptive coarsening  and a new Elem::total_family_tree utility function,1
3332,90,7f22ad7,2011-05-16 21:11:47,updated www.mit.edu URL,0
3333,91,09c9877,2011-05-16 21:50:47,Added evaluate_RB_error_bound flag to RBEvaluation  allows us to turn off error bound calculation if it is not necessary (can save time in the Online stage).,1
3334,92,d7abcd0,2011-05-17 02:51:02,Adding MeshTools::libmesh_assert_valid_elem_procids() test,0
3335,93,4bf8b3a,2011-05-17 03:19:04,Fix for processor_id setting on subactive elements.  Adaptive coarsening on ParallelMesh still doesn't work (at the very least it needs DofObject communication) but it gets further now.,1
3335,93,4bf8b3a,2011-05-17 03:19:04,Fix for processor_id setting on subactive elements.  Adaptive coarsening on ParallelMesh still doesn't work (at the very least it needs DofObject communication) but it gets further now.,0
3336,94,1.2e+18,2011-05-17 14:52:29,Fixed typos when !LIBMESH_HAVE_BOOST..,1
3336,94,1.2e+18,2011-05-17 14:52:29,Fixed typos when !LIBMESH_HAVE_BOOST..,0
3337,95,0b4eff2,2011-05-17 22:22:41,Fix MeshModification::distort() and MeshModification::scale() for ParallelMesh,1
3338,96,0449dd8,2011-05-17 22:30:14,Marking a couple more functions parallel_only(),0
3339,97,7213cad,2011-05-18 05:12:50,A couple more ParallelMesh fixes... these aren't actually distributed mesh specific  just corner cases I've never managed to trigger with a SerialMesh,1
3340,98,34320bd,2011-05-18 05:30:19,BoundaryInfo::sync() works on any UnstructuredMesh  this should let apps choose between ParallelMesh and SerialMesh boundary meshes at runtime.,0
3341,99,f7c2f4c,2011-05-18 15:15:15,Fix for --disable-amr,1
3343,101,fcebe4b,2011-05-18 22:30:56,Support out-of-order and sparse add_elem on SerialMesh  this doesn't break anything and it's the easiest way to make some higher level code ParallelMesh/SerialMesh agnostic.,0
3344,102,6e503db,2011-05-19 14:26:32,Fix for --disable-amr,1
3345,103,13d968c,2011-05-19 22:45:16,New Parallel::StandardType<T> for more automatic generation and use of built-in and derived MPI types.,0
3346,104,f4d5d51,2011-05-20 16:16:07,If Parallel:: functions expecting equal buffer sizes are passed inequal buffer sizes  in DEBUG mode we want to catch that with a nice libmesh_assert rather than relying on the mercy of the MPI stack for a comprehensible error message.,1
3348,106,29c2d43,2011-05-20 21:16:59,Refactoring MeshOutputSerializer -> MeshSerializer,0
3349,107,b064cf8,2011-05-21 03:51:30,Fixes for --disable-mpi,1
3350,108,308753b,2011-05-23 15:28:21,Added inline libmesh_ignore() utility function.,0
3351,109,07cb552,2011-05-23 17:10:34,A fix for an unlikely degenerate case  plus a similar fix for a just-introduced bug.,1
3357,115,3d9a33a,2011-05-24 16:21:12,Provide a way to support >65 534 processors,0
3358,116,c8a0864,2011-05-24 16:45:25,Fix recalculate_n_partitions() to work with ParallelMesh,1
3359,117,325dafe,2011-05-24 16:47:39,Make MeshSerializer default to true  for slightly cleaner syntax in non-MeshOutput uses.,0
3360,118,68e8286,2011-05-24 16:49:02,Fix a buggy was-supposed-to-be-temporary mesh serialization by replacing it with MeshSerializer,1
3360,118,68e8286,2011-05-24 16:49:02,Fix a buggy was-supposed-to-be-temporary mesh serialization by replacing it with MeshSerializer,0
3361,119,e7a5826,2011-05-24 16:49:57,Fix typo in comment,1
3362,120,8ca215d,2011-05-24 16:57:48,Parent processor ids need to be based on (and only on) their active descendants,0
3363,121,2d8097a,2011-05-24 20:45:53,Fix for make_links_to_me_remote() with boundary elements,1
3363,121,2d8097a,2011-05-24 20:45:53,Fix for make_links_to_me_remote() with boundary elements,0
3364,122,126dc1f,2011-05-24 20:47:22,Additional debugging in delete_remote_elements  and fixes for boundary meshes,1
3366,124,856e855,2011-05-24 21:08:35,Add -Wextra warnings for gcc,0
3367,125,690aa92,2011-05-24 21:09:24,Fix for one parallel.h unused variables warning  John is working on the fix for the other.,1
3368,126,27dc837,2011-05-24 21:23:19,Keep the ParallelMesh max_*_id counts in sync after partitioning,0
3369,127,300e8c9,2011-05-24 22:25:38,Fix new assertion,1
3373,131,1dbf11c,2011-05-25 14:06:09,Removed unnecessary includes in rb_base.C,0
3374,132,975145c,2011-05-25 14:07:01,allow for point value to optionally return 0 if the point is not found.  this is required for example when comparing TC stacks to an ablator problem where a TC eventually burns out and leaves the domain.,1
3378,136,5865213.0,2011-05-26 17:09:33,We can return const references from const methods - that should be just as cheap for an inline function and it makes Parallel:: operations on these objects easier.,0
