,index,hash,time,message,buggy
5003,433,d680040,2017-03-07 00:57:23,Fix more typos in examples,0
5004,230,21be86c,2017-03-07 00:58:03,Fix typos in txt2html,1
5004,230,21be86c,2017-03-07 00:58:03,Fix typos in txt2html,0
5005,633,359af41,2017-03-07 00:58:35,Fix typo in python README,1
5005,633,359af41,2017-03-07 00:58:35,Fix typo in python README,0
5006,818,08baaa9,2017-03-07 01:00:25,Fix more typos in tools,1
5016,697,a2fa6ef,2017-03-07 09:56:03,Merge pull request #393 from akohlmey/small-bugfixes,0
5017,1412,79b005d,2017-03-07 11:40:07,patch 7Mar17,1
5019,683,d01f09d,2017-03-07 15:23:17,Turn off use of OpenMP in MPIIO/dump_custom_mpiio.cpp if Kokkos is in use. The convert_string_omp() method breaks when Kokkos is also using OpenMP.,0
5020,610,42d3a8f,2017-03-07 15:41:06,"Fix spelling ""correction"" from 3a054d1a: iterations not interactions. :-)",1
5024,835,fc23f9c,2017-03-08 13:07:52,Disable allocation of per-atom arrays in ev_setup for USER-DPD Kokkos styles,0
5025,836,2ef713e,2017-03-08 16:40:16,restore incorrect change due to spell checking in fix imd,1
5025,836,2ef713e,2017-03-08 16:40:16,restore incorrect change due to spell checking in fix imd,0
5026,271,35e1cf1,2017-03-08 20:02:02,Fixing issue with ev_setup in pair_hybrid_kokkos,1
5026,271,35e1cf1,2017-03-08 20:02:02,Fixing issue with ev_setup in pair_hybrid_kokkos,0
5027,247,a001a5c,2017-03-09 12:20:49,Fixing memory overflow issue in comm_kokkos,1
5027,247,a001a5c,2017-03-09 12:20:49,Fixing memory overflow issue in comm_kokkos,0
5028,692,b28b84d,2017-03-09 14:00:27,Fix half from full nlist issue with Kokkos,1
5030,459,6f71275,2017-03-09 15:35:07,Add Kokkos version of atom_vec_hybrid_kokkos  without CUDA support,0
5031,616,65964f3,2017-03-09 16:40:56,Add error check to lammps_gather_atoms/lammps_scatter_atoms in library.cpp,1
5032,706,5fe6206,2017-03-10 09:16:58,Update Colvars module to version 2017-03-10,0
5033,653,0b4adaa,2017-03-10 09:24:46,Backport typo fixes that were not previously pushed to the Colvars repository,1
5038,256,470353e,2017-03-10 14:51:16,Merge pull request #408 from giacomofiorin/colvars-update-2017-03-10,0
5039,659,f871ecd,2017-03-10 15:55:07,change to RCB cuts in load-balancing commands  also a new option for fix halt,1
5042,5,4cfe623,2017-03-10 21:30:03,Correct a typo in the fix_halt.txt documentation.,0
5043,472,17c8e69,2017-03-10 21:37:52,Merge branch 'master' into USER-DPD_kokkos as of patch 10 Mar 2017,1
5044,855,d6f6c6f,2017-03-12 16:05:28,USER-DPD: Make newton-off warning in pair_dpd_fdt* be more selective. If using fix_shardlow  the pair_dpd_fdt* styles are okay with newton off  because the stocastic forces are thus only done in fix_shardlow.,0
5045,277,e908b8d,2017-03-12 16:20:09,USER-DPD Kokkos: correct some error messages,1
5046,857,b1b377c,2017-03-12 17:48:51,"USER-DPD: fix_shardlow's neighbor request needs ""newton on"" override. Even if other stuff is doing newton off  SSA must have it turned on.",0
5047,279,d5eceeb,2017-03-13 01:56:00,"USER-DPD Kokkos: add support for full neighbor lists. Note: ""newton on"" still required if using non-kokkos pair styles or fixes. Non-kokkos pairs/fixes don't expect their half lists with newton off  which happens if newton is turned off globally by kokkos via commandline. Note2: Regardless  fix_shardlow* will still use half lists and newton on.",1
5064,874,ec1778b,2017-03-15 11:10:04,add pair_zhou,0
5065,633,c3ce374,2017-03-15 11:34:01,Added fix filter/corotate.,1
5073,17,0d8f74f,2017-03-15 18:54:41,Merge branch 'filter_corotate' of https://github.com/lukin17/lammps into pull-416,0
5074,502,0262a54,2017-03-15 21:56:39,Fix Python 3 compatibility by encoding strings passed as c_char_p,1
5074,502,0262a54,2017-03-15 21:56:39,Fix Python 3 compatibility by encoding strings passed as c_char_p,0
5075,19,a210867,2017-03-15 22:13:06,Fixes lammps_create_atoms library function and its Python interface variant,1
5076,330,79cae51,2017-03-15 22:20:30,Document property 'uses_exceptions' of Python interface,0
5077,642,29550d4,2017-03-15 22:31:14,Fix dump cfg in viz_atomeye.py example,1
5077,642,29550d4,2017-03-15 22:31:14,Fix dump cfg in viz_atomeye.py example,0
5078,22,eb29ef3,2017-03-15 22:43:00,Fix space/tab error in pizza/gl.py,1
5078,22,eb29ef3,2017-03-15 22:43:00,Fix space/tab error in pizza/gl.py,0
5079,277,36da922,2017-03-15 22:55:51,Fix dump cfg in vizplotgui_atomeye.py example,1
5081,735,cda8213,2017-03-16 01:41:28,Added Python matplotlib plot example,0
5082,745,acdb932,2017-03-16 09:28:27,Fixing index issue in pair_exp6_rx_kokkos,1
5082,745,acdb932,2017-03-16 09:28:27,Fixing index issue in pair_exp6_rx_kokkos,0
5083,26,bdb7669,2017-03-16 09:44:07,Fixed coding style.,1
5085,738,db0281b,2017-03-16 12:14:09,Merge branch 'filter_corotate' of https://github.com/lukin17/lammps into pull-416,0
5086,896,1995f43,2017-03-16 14:24:28,fix some more code formatting issues  add newline at EOF,1
5086,896,1995f43,2017-03-16 14:24:28,fix some more code formatting issues  add newline at EOF,0
5087,897,bed2883,2017-03-16 15:02:50,simplify and shorten examples for fix filter/corotate and combine into a single folder,1
5087,897,bed2883,2017-03-16 15:02:50,simplify and shorten examples for fix filter/corotate and combine into a single folder,0
5088,31,f604f86,2017-03-16 15:08:17,add fix filter/corotate to some administrative files,1
5096,1466,1bb9c7d,2017-03-16 22:36:13,Remove some duplicate anchors in documentation,0
5097,36,621d7d5,2017-03-16 23:05:03,Correct off-by-one error in line number reported,1
5101,291,5ea096d,2017-03-17 03:19:29,Merge branch 'master_bugfix_irregular' into USER-DPD_kokkos,0
5102,292,4a7bc11,2017-03-17 03:24:03,Merge branch 'USER-DPD_kokkos' into USER-DPD_GBhacks  bring in MPI deadlock fix,1
5111,1477,9f35b76,2017-03-17 11:19:04,Merge pull request #424 from timattox/dpd_restart_fix,0
5112,1478,4a90bca,2017-03-17 11:29:23,patch 17Mar17,1
5115,303,1c749d5,2017-03-17 12:09:25,Merge branch 'master' of https://github.com/lammps/lammps into USER-DPD_kokkos,0
5116,779,eb1a4d1,2017-03-17 15:18:24,Merge branch 'USER-DPD_kokkos' into USER-DPD_GBhacks  as of patch 17March17,1
5132,57,5b842f0,2017-03-20 09:15:48,Teff and exchange bugfix  as per Greg Dignon to match python examples,0
5133,721,5c39dfd,2017-03-20 09:22:09,re-ran example with fixed exchanges,1
5138,681,f0c6ed0,2017-03-20 16:24:38,remove xmovie,0
5139,948,ecf1762,2017-03-20 16:25:06,more permission fixes,1
5139,948,ecf1762,2017-03-20 16:25:06,more permission fixes,0
5140,683,0a6b33c,2017-03-20 16:27:00,remove duplicate paragraph in nose-hoover fix docs,1
5146,778,e110d69,2017-03-20 17:17:35,remove obsolete tools and files,0
5147,69,47d6451,2017-03-20 17:18:24,fix compilation for pymol_asphere tool,1
5151,240,145e682,2017-03-21 08:18:21,Merge pull request #427 from akohlmey/small-updates-and-corrections,0
5152,814,dcede30,2017-03-21 08:56:37,changes for next patch  2d disc options for spheres  fix external upgrade  bug fixes for fix ave/chunk for density calcs  Aidan doc page citation deconvolution,1
5155,316,3c91f97,2017-03-21 17:12:09,make RK solver check in fix_rx_kokkos.cpp be as lenient as in fix_rx.cpp NOTE: the (y < -MY_EPSILON) test was too strict  but don't know by how much This needs to be revisited before merging back to LAMMPS master.,0
5156,818,f7bdf12,2017-03-22 09:35:47,cleaned fix latte,1
5181,314,969325b,2017-03-23 10:08:09,testing simple ci  attempt 4,0
5182,715,6d395ec,2017-03-23 10:08:47,change name zhou to momb in docs  fix grammar,1
5193,272,47cade2,2017-03-23 15:19:02,re-arranged functions to make it easier to compare with non-threaded. port bugfixes to airebo to USER-OMP,0
5194,445,44841f6,2017-03-23 15:31:27,fix ave/chunk fixes  2d disc option  fix_modify dynamic/dof,1
5195,728,2cdcd6d,2017-03-23 16:03:25,remove one more reference to xmovie,0
5196,447,f127e42,2017-03-23 17:37:49,Fix airebo/morse,1
5204,735,394e9b4,2017-03-24 13:53:07,new CHARMM pair styles with force swithing/shifting,0
5205,1011,3dfe450,2017-03-24 15:17:51,24Mar17 patch sync with SVN,1
5210,868,0463923,2017-03-27 10:41:32,USER-DPD Kokkos: tighten up the SSA data allocation to what is needed. A future version was planned to use more space for a ghost work queue.,0
5211,1016,04fd038,2017-03-27 13:46:57,Fixed a bug with equal-style variables as manifold params.,1
5215,374,da90967,2017-03-27 14:30:21,update .gitignore for newly added files,0
5216,1021,661bd37,2017-03-27 14:53:48,Make read_restart evenly divide the work of reading when using mpiio. Currently only affects restart files written without any per-atom fix data.,1
5217,640,61e7595,2017-03-27 14:59:58,remove references to xmovie  streamline dump and viz descriptions,0
5218,1553,a241b2d,2017-03-27 15:00:19,fix problems with references,1
5224,749,ee55a98,2017-03-28 11:22:10,Changed the check on initial and final temperature to <= 0 for both.,0
5225,329,20ae050,2017-03-28 11:38:26,fix memory leak via NeighListKokkos::clean_copy(),1
5225,329,20ae050,2017-03-28 11:38:26,fix memory leak via NeighListKokkos::clean_copy(),0
5226,321,b3d6d9f,2017-03-28 11:38:26,fix memory leak via NeighListKokkos::clean_copy(),1
5227,476,1dfd61f,2017-03-28 12:33:45,Merge pull request #432 from Pakketeretet2/user_manifold_fix,0
5228,886,111d350,2017-03-28 12:34:46,fix gcmc units change for chemical potential,1
5234,331,7041f75,2017-03-28 12:53:34,Merge pull request #20 from ibaned/dpd-memleaks,0
5235,303,0637f23,2017-03-28 13:12:23,patch 28Mar17,1
5246,1578,4466d9f,2017-03-30 09:34:35,Merge pull request #440 from ohenrich/user-cgdna,0
5247,670,ae56b9a,2017-03-30 10:07:27,patch 31Mar17 for stable release,1
5248,671,085958f,2017-03-31 15:02:02,Merge remote-tracking branch 'timattox/USER-DPD_GBhacks' into dpd-memleaks,0
5249,907,bf4f081,2017-03-31 15:57:00,fix memory leaks in pair_tabl_rx_kokkos,1
5249,907,bf4f081,2017-03-31 15:57:00,fix memory leaks in pair_tabl_rx_kokkos,0
5250,1055,fe82926,2017-03-31 15:57:00,fix memory leaks in pair_tabl_rx_kokkos,1
5250,1055,fe82926,2017-03-31 15:57:00,fix memory leaks in pair_tabl_rx_kokkos,0
5251,1057,6ba59cb,2017-03-31 16:03:05,fix memory leak in fix_shardlow_kokkos,1
5251,1057,6ba59cb,2017-03-31 16:03:05,fix memory leak in fix_shardlow_kokkos,0
5252,327,5edbd63,2017-03-31 16:03:05,fix memory leak in fix_shardlow_kokkos,1
5259,682,aedd7c5,2017-04-03 16:42:18,Reset atom map values from restart file,0
5260,1580,6f1bbd3,2017-04-03 18:08:15,protect fix ave/histo from segfaulting on non-existing computes  fixes or variables,1
5260,1580,6f1bbd3,2017-04-03 18:08:15,protect fix ave/histo from segfaulting on non-existing computes  fixes or variables,0
5261,317,28e8691,2017-04-04 12:35:26,Made fix adapt work with bond_harmonic.,1
5264,1584,e190eb1,2017-04-04 17:54:33,remove debug printf,0
5265,1070,874944f,2017-04-04 19:37:17,Made fix adapt support bond harmonic.,1
5268,336,4d4b6f6,2017-04-05 11:42:25,Changing default gb/test to on,0
5269,927,bceaa57,2017-04-05 15:05:47,Merge branch 'master' into USER-DPD_kokkos as of patch 31Mar17,1
5269,927,bceaa57,2017-04-05 15:05:47,Merge branch 'master' into USER-DPD_kokkos as of patch 31Mar17,0
5270,338,456926a,2017-04-05 16:18:39,Merge branch 'USER-DPD_kokkos' into USER-DPD_GBhacks as of patch 31March17,1
5270,338,456926a,2017-04-05 16:18:39,Merge branch 'USER-DPD_kokkos' into USER-DPD_GBhacks as of patch 31March17,0
5271,339,ad54818,2017-04-05 16:38:44,Merge branch 'USER-DPD_GBhacks' into USER-DPD_GBhacks_ssa_mem as of patch 31March17,1
5278,327,1ad7d85,2017-04-10 09:57:54,Added forgotten #include string to bond_harmonic.cpp,0
5279,936,f19f558,2017-04-10 10:06:03,Removed changed bond_harmonic from wrong position.,1
5289,833,76fd936,2017-04-11 08:27:53,Merge pull request #443 from Pakketeretet2/user-manifold-fix-every-keyword,0
5290,425,49dd944,2017-04-11 08:35:09,fix gcmc updates from Aidan  trimming of output for replica commands,1
5290,425,49dd944,2017-04-11 08:35:09,fix gcmc updates from Aidan  trimming of output for replica commands,0
5291,713,4da8c1c,2017-04-11 09:00:37,patch 11Apr17,1
5292,949,6c0b691,2017-04-11 09:12:46,Removing more memory churn in pair_exp6_rx_kokkos,0
5293,541,ca4619e,2017-04-11 09:14:21,Fix format issue in pair_exp6_rx_kokkos,1
5300,722,e6f30eb,2017-04-12 20:26:57,Merge remote-tracking branch 'origin/master' into python_refactoring,0
5301,958,2f32fb7,2017-04-13 11:19:48,patch 13Apr17,1
5303,349,6c2dd7e,2017-04-14 11:44:36,pass the name of the python interpreter compatible with the python package to 'make install-python',0
5304,437,3cbf4f3,2017-04-14 11:57:53,correct logic bug in else branch of the conditional,1
5306,554,dd90c86,2017-04-17 17:40:21,refactor msi2lmp documentation to emphasize lack of active development,0
5307,24,dec36e9,2017-04-17 17:40:57,fix typos and remove trailing whitespace,1
5308,25,481927f,2017-04-17 17:49:49,correct 'thrid' instead of 'third',0
5309,355,4bad52f,2017-04-17 17:52:06,fix typos,1
5313,1117,25e8ed6,2017-04-18 11:46:19,whitespace cleanup in VMD plugin headers,0
5314,1624,dfa9815,2017-04-18 17:07:28,update for fix gle docs from michele ceriotti,1
5319,1629,197ce45,2017-04-21 17:27:08,avoid division by zero also for ewald/disp,0
5320,862,0ac22e0,2017-04-22 21:50:27,turn errors from manybody potentials for */tally computes into warnings,1
5322,1632,2e1f8b4,2017-04-25 10:21:02,make Python::init() method public and remove the now redundant Python::request() method,0
5323,980,ddc1e4e,2017-04-25 13:27:20,detect and refuse to run pair style srp together with fix rigid,1
5326,868,d73d70f,2017-04-26 08:15:42,Adding ubuf union to Kokkos atom_vec styles,0
5327,44,0565b1d,2017-04-26 10:49:20,Fixing auto_sync logic bug in modify_kokkos,1
5345,389,9148484.0,2017-05-01 00:02:57,Using correct value for atom->nlocal,0
5346,1148,fb08dc0,2017-05-01 13:38:37,Small error in elements allocation causing seg. fault for parallel runs  fixed.,1
5346,1148,fb08dc0,2017-05-01 13:38:37,Small error in elements allocation causing seg. fault for parallel runs  fixed.,0
5347,391,c76d273,2017-05-01 20:33:07,Another fix for seg fault in parallel allocation.,1
5347,391,c76d273,2017-05-01 20:33:07,Another fix for seg fault in parallel allocation.,0
5348,888,408cc19,2017-05-01 20:36:09,Fix for seg fault.,1
5348,888,408cc19,2017-05-01 20:36:09,Fix for seg fault.,0
5349,1151,f58fc94,2017-05-01 21:56:19,Fixed neighbor list building that caused error in parallel runs with pair_meam_spline.,1
5349,1151,f58fc94,2017-05-01 21:56:19,Fixed neighbor list building that caused error in parallel runs with pair_meam_spline.,0
5350,596,50c7234,2017-05-02 09:43:57,Fix to communication for mpi. Tested  and now working correctly with MPI.,1
5352,396,7adc7f0,2017-05-03 11:21:18,Stopped working on gaussian bump.,0
5353,1661,7f49ee8,2017-05-03 15:33:22,print warning about minimization energy with fix box/relax,1
5355,895,7409c6d,2017-05-03 16:56:07,Cleaned up atom->x and atom->f deferences.,0
5356,896,45187a0,2017-05-04 11:05:50,Fix system header #include style.,1
5363,1670,4807278,2017-05-04 11:27:55,Starting to refactor in preparation to contruct OMP version.,0
5364,1165,51c6d50,2017-05-04 11:46:58,patch 4May17,1
5378,507,a6e2d5b,2017-05-09 10:32:25,Merge pull request #470 from lammps/integration,0
5379,508,9cd994f,2017-05-09 15:35:48,fix issues with potential file parser,1
5382,1035,d0da063,2017-05-09 15:51:59,add a couple of simple example single/multi-elment inputs for meam/spline pair styles,0
5383,627,3f4aee1,2017-05-09 15:57:35,implement overlooked changes from 4may2017 patch,1
5385,427,9f7ce39,2017-05-09 18:14:34,correct some more omitted updates,0
5386,515,abeb1e0,2017-05-10 11:19:18,add support for gzip compressed output to fix reax/bonds  reax/c/bonds and reax/c/species,1
5387,925,cac1bf8,2017-05-10 19:41:48,Work around VTK 7 API change,0
5388,101,c4ac577,2017-05-10 19:44:00,Fix segmentation fault in dump vtk,1
5389,927,4ecf876,2017-05-10 19:48:54,Added two examples of using the VTK dump style,0
5390,1043,328ef87,2017-05-10 22:41:41,fix mixed memory alloc bug in dump custom. this closes #475,1
5398,1051,d84f889,2017-05-11 22:39:08,implement functions to execute arbitrary python code from strings or files and recast the python source keyword through using them.,0
5399,528,110bb79,2017-05-11 22:49:24,Implement fix python mentioned in issue #454,1
5399,528,110bb79,2017-05-11 22:49:24,Implement fix python mentioned in issue #454,0
5400,1200,93f6033,2017-05-11 23:45:49,Add documentation about fix python,1
5400,1200,93f6033,2017-05-11 23:45:49,Add documentation about fix python,0
5401,939,c4d0f07,2017-05-12 00:29:58,Allow fix python to only execute every N steps,1
5413,126,6a1f7e6,2017-05-15 00:25:11,provide reference output for python pair style inputs,0
5414,456,64cf52d,2017-05-15 15:55:15,address spline out-of-bounds bug reported in issue #59 and refactor high-level spline code for consistency and efficiency,1
5425,1078,d807ba1,2017-05-16 00:26:39,whitespace cleanup,0
5426,555,66084ad,2017-05-16 04:27:15,fix typo in rerun docs. closes #486,1
5428,966,c11e876,2017-05-16 14:18:56,implement second bugfix suggestion from @CF17 on issue #59,0
5429,967,7f9a331,2017-05-16 15:51:41,bugfix for 2 recenty reported neighbor issues  also a ReaxFF fix species issue,1
5430,1736,35e9273,2017-05-16 17:40:04,import multi-element compatible pair style edip as edip/multi,0
5431,1737,597f95f,2017-05-16 17:53:12,fix duplicate reference,1
5438,1744,45becfb,2017-05-17 09:59:01,correct author attributions,0
5439,683,085f3af,2017-05-17 09:59:30,fix typo in docs,1
5466,591,6ac9b7a,2017-05-18 11:15:58,Merge pull request #482 from akohlmey/add-pair-python,0
5467,1118,65eacb6,2017-05-18 12:20:39,Fix compilation warnings in fix_python,1
5470,886,9db9fc9,2017-05-18 13:08:42,Merge pull request #491 from akohlmey/fix-bigint-thermo-in-variables-bug,0
5471,1773,b28ecd4,2017-05-18 13:14:47,update docs before patch release,1
5474,1776,8daba01,2017-05-18 16:48:20,some small formating change but does not work anymore,0
5475,184,8751850.0,2017-05-18 18:34:03,a few formatting fixes for pair style python,1
5475,184,8751850.0,2017-05-18 18:34:03,a few formatting fixes for pair style python,0
5476,1009,8751850,2017-05-18 18:34:03,a few formatting fixes for pair style python,1
5477,718,654e09e,2017-05-18 18:34:27,correct input examples affected by the Pair::settings() bugfix,0
5478,602,959300000.0,2017-05-18 19:37:08,Force PDF documentation build to fail on first error,1
5478,602,959300000.0,2017-05-18 19:37:08,Force PDF documentation build to fail on first error,0
5479,1779,9593e05,2017-05-18 19:37:08,Force PDF documentation build to fail on first error,1
5481,1781,d4ee03c,2017-05-18 21:31:39,changed doc links,0
5482,605,2225fce,2017-05-19 07:35:36,patch 19May17,1
5482,605,2225fce,2017-05-19 07:35:36,patch 19May17,0
5483,606,a5110d8,2017-05-19 12:13:23,correct a bunch of documentation formatting issues for updated neb and fix neb commands,1
5483,606,a5110d8,2017-05-19 12:13:23,correct a bunch of documentation formatting issues for updated neb and fix neb commands,0
5484,1016,aca1674,2017-05-19 12:17:19,restore spelling fix and semantic fix from upstream,1
5487,1019,546aed7,2017-05-19 16:14:59,plug some memory leaks,0
5488,195,97d3c84,2017-05-21 11:13:47,small documentation fixes to fix typos and formatting issues,1
5497,1028,6260167,2017-05-22 17:16:19,when growing arrays with reallocate  always check against atom->nmax and not atom->nlocal or else these arrays may be of inconsistent size and communication can lead to data corruption,0
5498,533,617ca4e,2017-05-22 17:30:46,Fixes coverity issue CID 179436,1
5498,533,617ca4e,2017-05-22 17:30:46,Fixes coverity issue CID 179436,0
5499,1294,8a630ff,2017-05-22 17:32:07,Fixes coverity issue CID 179440,1
5499,1294,8a630ff,2017-05-22 17:32:07,Fixes coverity issue CID 179440,0
5500,913,a7d790a,2017-05-22 17:33:47,Fixes coverity issue CID 179439,1
5500,913,a7d790a,2017-05-22 17:33:47,Fixes coverity issue CID 179439,0
5501,536,084626e,2017-05-22 17:36:16,Fixes coverity issue CID 179426,1
5503,1298,9008a31,2017-05-22 21:55:55,more formatting cleanup,0
5504,539,c801cdd,2017-05-22 22:33:14,some more formatting cleanup in fix neb,1
5512,218,271431a,2017-05-24 17:25:57,clean up code so it can be compiled with and without OpenMP enabled regardless of whether the USER-OMP package is installed,0
5513,1161,99a68e4,2017-05-25 02:01:04,fix suffix style handling bug for adding fixes and computes,1
5513,1161,99a68e4,2017-05-25 02:01:04,fix suffix style handling bug for adding fixes and computes,0
5514,753,5291f2e,2017-05-25 10:11:24,fix bug in fix shear/history reported by kevin hanley. see #500,1
5516,929,2cf83d9,2017-05-25 11:21:10,Updating from master to 19May17,0
5517,222,0a2fe70,2017-05-25 16:31:31,remove redundant code from fix qeq/reax and qeq/reax/omp,1
5520,933,5b1e582,2017-05-26 10:52:20,prevent segfault when defining pair_style comb3 without arguments,0
5521,760,2055110,2017-05-26 17:38:21,Fixed typo in dox.,1
5521,760,2055110,2017-05-26 17:38:21,Fixed typo in dox.,0
5522,226,2055110.0,2017-05-26 17:38:21,Fixed typo in dox.,1
5523,1052,de446ac,2017-05-26 18:44:29,Merge branch 'user-manifold-doc-fix' of https://github.com/Pakketeretet2/lammps into doc-fixes,0
5524,936,5a23d2d,2017-05-26 20:28:45,fix bug in computing mixed EAM potentials introduced by TI modifications,1
5526,1823,ba0ddea,2017-05-28 15:44:12,Using correct ndegree instead of nnn,0
5527,560,32c87f3,2017-05-29 14:00:13,removed a bug in fix_neb.cpp which prevented the freeend to work properly  plus added an example for the neb freeend,1
5527,560,32c87f3,2017-05-29 14:00:13,removed a bug in fix_neb.cpp which prevented the freeend to work properly  plus added an example for the neb freeend,0
5528,940,c904cfb,2017-05-29 15:49:04,removed a bug in fix_neb.cpp which prevented the freeend to work properly  plus added an example for the neb freeend,1
5532,565,092806a,2017-05-30 07:55:48,no need for special whitespace handling in library interface,0
5533,237,412cb8f,2017-05-30 08:15:55,avoid hang in fix reax/c/species when multiple atoms have the exact same x-coordinate,1
5547,958,0661230,2017-05-30 21:54:16,avoid undesired negative forces for high particle velocities in granular models,0
5548,1194,0be2cd3,2017-05-30 23:58:56,fix bug reported on lammps-users  when not using the first molecule template,1
5552,963,3c0cef9,2017-05-31 07:10:16,Merge branch 'fix_domain_pointer' of https://github.com/andeplane/lammps into collected-small-changes,0
5553,1849,d2b6559,2017-05-31 10:52:03,Fixing issue in fix_qeq_reax,1
5557,1349,af5f196,2017-05-31 23:36:39,remove no longer correct sentence from set command docs,0
5558,1085,f59ee5b,2017-06-02 08:45:15,enable support for dynamic groups in fix planeforce and fix lineforce,1
5560,1205,ff58cca,2017-06-04 21:21:32,add clarification to impact of special bonds to manybody potentials,0
5561,971,95d6f05,2017-06-05 12:41:37,add 3 APIs to Modify for checking if atoms overlap with any rigid fixes,1
5563,265,ed50bd2,2017-06-05 13:54:13,Removing unnecessary fences,0
5564,1356,90ca085,2017-06-05 15:48:23,"use ""body"" list via Fix::extract() to correctly identify atoms in bodies",1
5566,1358,3a01836,2017-06-05 16:39:17,simplify code for rigid body overlap checks,0
5567,1359,deff6c6,2017-06-05 17:31:43,"add flag ""reinit"" with args ""yes"" / ""no"" to fixes rigid & rigid/small",1
5567,1359,deff6c6,2017-06-05 17:31:43,"add flag ""reinit"" with args ""yes"" / ""no"" to fixes rigid & rigid/small",0
5568,978,46c5cba,2017-06-05 18:04:09,update rigid fix documentation for added `reinit` keyword,1
5569,979,d437650,2017-06-06 08:08:10,make certain Domain::box_change is initialized before use,0
5570,356,36cbe43,2017-06-06 10:51:26,Fixing some CUDA runtime issues in npair_ssa_kokkos,1
5570,356,36cbe43,2017-06-06 10:51:26,Fixing some CUDA runtime issues in npair_ssa_kokkos,0
5571,349,efe60bf,2017-06-06 13:10:04,Fixing more CUDA runtime issues,1
5582,1874,99ef36f,2017-06-07 13:52:33,MAINT: Switched NetCDF from 64BIT_OFFSET to 64BIT_DATA which can handle frames (of unlimited dimension) > 2 GB. This becomes important for system sizes 100 Mio atoms and upwards.,0
5583,1227,36c8b26,2017-06-07 14:01:36,BUG: DumpNCMPIIO is now called DumpNetCDFMPIIO,1
5583,1227,36c8b26,2017-06-07 14:01:36,BUG: DumpNCMPIIO is now called DumpNetCDFMPIIO,0
5584,350,520ab26,2017-06-07 15:07:53,Fixing more CUDA runtime issues,1
5593,354,046900c,2017-06-08 10:50:36,Merge pull request #26 from timattox/USER-DPD_GBhacks_optimize,0
5594,829,b4b7310,2017-06-08 13:33:23,Fixing CUDA runtime issues in pair_exp6_rx_kokkos,1
5594,829,b4b7310,2017-06-08 13:33:23,Fixing CUDA runtime issues in pair_exp6_rx_kokkos,0
5595,1386,8649794.0,2017-06-08 13:40:20,Fixing CUDA runtime issues in fix_shardlow_kokkos,1
5595,1386,8649794.0,2017-06-08 13:40:20,Fixing CUDA runtime issues in fix_shardlow_kokkos,0
5596,356,8649794,2017-06-08 13:40:20,Fixing CUDA runtime issues in fix_shardlow_kokkos,1
5596,356,8649794,2017-06-08 13:40:20,Fixing CUDA runtime issues in fix_shardlow_kokkos,0
5597,1881,0ecdb99,2017-06-08 13:50:17,fix uninitialized data access as reported by @martok in #174,1
5599,618,d51cee1,2017-06-08 22:58:27,MAINT: Turned 'global' options into a 'thermo yes'/'thermo no' option that enables dumping of thermo data to the netcdf file (for parallel NetCDF/MPIIO variant).,0
5600,834,bd83c7c,2017-06-08 23:02:22,MAINT: Updated contact data and fixed typos.,1
5603,1887,bdf0375,2017-06-08 23:20:21,MAINT: Simplified GPL headers.,0
5604,1247,c51cadc,2017-06-09 09:31:37,Fixing CUDA runtime issues in fix_shardlow_kokkos,1
5607,1396,9222278.0,2017-06-09 11:00:16,match reax/c pair style variants against prefix and not full name,0
5608,1889,c160d0c,2017-06-09 11:04:11,fix reax/c/species/omp doesn't is not needed anymore,1
5608,1889,c160d0c,2017-06-09 11:04:11,fix reax/c/species/omp doesn't is not needed anymore,0
5609,1398,64e8000,2017-06-09 11:42:35,expand error message requiring a reax/c derived pair style,1
5610,843,d3a863e,2017-06-09 14:35:12,when identifying molecules/clusters fall back to unfiltered coordinates for ghost atoms,0
5611,1253,2686b7f,2017-06-09 14:39:52,simplify compatibility check for fix reax/c/bonds with pair styles,1
5616,1258,03c93b3,2017-06-09 19:44:59,Convert to C++  allow multiple instances,0
5617,629,dd44189,2017-06-10 04:35:11,fix bug in compute orientorder/atom argument parsing,1
5622,725,8f18c28,2017-06-10 17:08:07,add crude check to print warning when using compute cnp/atom on multi-type system,0
5623,1029,daa7717,2017-06-10 17:28:17,"add restart support to fix deform. only ""initial"" data is restored and some consistency check performed",1
5629,316,6b289b0,2017-06-12 14:07:40,change incorrect EINERTIA constant in rigid body integrators from 4.0 to 2.0 (same as in other integrators),0
5630,733,0c805d0,2017-06-12 14:20:38,correctly skip over point particles and point dipoles when counting extendend particles in fix rigid/small,1
5640,1427,29e60fa,2017-06-13 18:39:40,Move rho/gamma arrays to fields of MEAM  remove arguments and arrdim macros,0
5641,1152,3d06628,2017-06-13 19:41:29,fix compilation  move meam_cleanup to destructor,1
5646,1924,5f93418,2017-06-14 10:57:54,Removed debug output,0
5647,877,d7646ae,2017-06-14 12:03:47,Fixed opencl error,1
5677,1080,77ca68a,2017-06-15 12:52:19,Changed affiliation,0
5678,1081,c98bb7f,2017-06-15 12:57:44,Corrected minor bug in utility script,1
5682,1085,9b9f6d6,2017-06-16 16:56:28,USER-INTEL upgrade from M Brown,0
5683,1321,cd88b31,2017-06-16 17:02:05,same PR  also has cosmetic changes to new fix neb options,1
5687,1325,9d3e34e,2017-06-19 11:23:30,add missing reference for lj/smooth/linear,0
