,hash,message,buggy
6301,253bd4c,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15179 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6302,ecffbbe,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15165 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6303,d84b73a,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15153 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6304,6.709e+73,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15154 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6305,fdab2d6,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15156 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6306,84f65fe,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15157 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6307,253f93a,Adding kokkos half list with ghosts,0
6308,50ac419,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15159 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6309,5631254.0,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15161 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6310,a4b82a9,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15162 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6311,863a3d3,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15163 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6312,0e719ed,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15164 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6313,2dbcfdc,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15166 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6314,94242eb,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15178 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6315,422dfdc,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15167 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6316,ffbce3c,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15168 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6317,c6e7b0c,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15169 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6318,e8ea08f,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15170 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6319,a7633c4,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15171 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6320,80aca27,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15172 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6321,0b92c9f,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15173 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6322,4615a85,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15174 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6323,58a091c,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15175 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6324,c2c73fd,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15176 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6325,4569c38,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15207 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6326,38c80e1,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15210 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6327,fa7c2ce,Adding Kokkos mpi-only Makefile,0
6328,742ad5a,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15260 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6329,9656958.0,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15248 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6330,a99c922,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15249 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6331,88812c4,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15250 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6332,6f3ac03,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15251 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6333,2a1b471,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15252 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6334,a329a72,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15253 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6335,1a6f896,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15254 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6336,b8ad2ec,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15255 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6337,71f3c45,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15256 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6338,547dd3e,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15259 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6339,34f829c,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15261 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6340,cedb420,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15246 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6341,f31a2c9,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15262 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6342,33ae48a,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15263 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6343,85cb678,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15264 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6344,9da2667,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15265 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6345,10c19a9,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15266 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6346,fd27214,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15267 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6347,65c1e16,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15268 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6348,526f95e,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15269 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6349,cdc9712,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15270 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6350,18b0426,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15273 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6351,8366b35,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15247 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6352,d11877d,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15245 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6353,0434eb1,Adding Kokkos ReaxFF files,0
6354,42071be,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15228 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6355,ffc252e,Adding Kokkos ReaxFF files,0
6356,b58e008,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15217 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6357,1c05f57,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15218 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6358,f3a3b1c,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15220 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6359,dae9f7c,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15221 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6360,ab2fe01,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15223 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6361,bcac93f,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15224 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6362,cec2f25,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15225 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6363,788ba55,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15226 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6364,8c63302,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15227 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6365,a01d08a,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15229 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6366,99448ee,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15244 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6367,c242bca,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15230 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6368,df720a4,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15233 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6369,cda1023,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15235 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6370,94bdf12,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15236 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6371,9fd6803,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15237 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6372,f0179f6,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15238 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6373,29e64df,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15240 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6374,d291fcb,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15241 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6375,b4b30d6,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15242 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6376,78df762,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15243 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6377,3497d63,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15151 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6378,0129ff9,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15149 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6379,c9c66ca,replace unsafe code,0
6380,b5abf93,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15148 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6381,2634468.0,dead code removal,0
6382,1a10857,make PRD code compatible with -DLAMMPS_BIGBIG,0
6383,bbdd574,Removed some memory leaks is SSA neighbor list,0
6384,71c3600,Added Axel's improvement,0
6385,d7c5025,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15068 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6386,8fa5409,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15069 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6387,0a01592,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15070 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6388,9d3d619,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15071 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6389,bad1cdd,Merge pull request #831 from lammps/mpi4py-version,0
6390,6f75d43,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15073 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6391,6567493.0,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15074 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6392,27725be,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15075 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6393,cbc5b8b,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15076 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6394,c918739,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15077 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6395,32ba200,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15078 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6396,5b94aa3,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15079 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6397,04e401a,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15080 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6398,fde2d58,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15081 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6399,7e74509,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15082 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6400,876b033,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15083 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6401,ac14f5b,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15084 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6402,4c107f4,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15085 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6403,3c11e66,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15086 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6404,86f5b51,recognize any word starting with FP as FPRIME style table,0
6405,3d25478,Merge branch 'master' of github.com:lammps/lammps,0
6406,b0cf1de,Merge pull request #229 from akohlmey/small-corrections,0
6407,a752966,Merge branch 'collected-bugfixes' of github.com:akohlmey/lammps into collected-bugfixes,0
6408,deceb9d,remove assignment without effect,0
6409,f67975f,apply proper initialization and remove redundant variable declaration,0
6410,909ec2c,remove unused class members,0
6411,c5513c4,provide an accessor for names of LAMMPS variables,0
6412,6eadd45,Merge branch 'halt2',0
6413,394c3bb,add Timer::reset_timeout() API  that allows restoring the previous timeout setting after a forced timeout,0
6414,1f1c872,"add support for ""error continue"" option  which resets the timer timeout setting after a soft exit",0
6415,713b2af,Merge pull request #221 from akohlmey/collected-bugfixes,0
6416,3e88fb5,Merge branch 'master' into collected-bugfixes,0
6417,2c5ea9f,reapply changes to the timer class that got lost somehow,0
6418,4502d32,updated Makefile.lammps for NetCDF support based on suggestions from lars pastewka,0
6419,0891ed8,Merge pull request #228 from akohlmey/correct-prd-for-bigbig,0
6420,ae77664,forgot to include USER-NC-DUMP in PACKUSER variable,0
6421,2b47fa6,update Makefile.lammps and add README according to suggestions by lars pastewka,0
6422,6e54443,make plain nc dump style a compile time option as well,0
6423,5a6dea7,Merge branch 'master' into user-nc-dump,0
6424,7b7cb29,add mixing for pair styles gauss and gauss/cut contributed by andrew jewett. also add support for write_data.,0
6425,019bc0b,fix typos in Makefile.lammps for NetCDF support,0
6426,efc7b23,Merge pull request #216 from akohlmey/user-nc-dump,0
6427,e0ed218,Merge pull request #224 from akohlmey/get-vars,0
6428,393337e,Merge pull request #226 from akohlmey/pair-gauss-mixing,0
6429,58141.0,text edit,0
6430,194a512,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15087 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6431,17e44d1,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15088 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6432,414c1b0,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15089 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6433,1afe415,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15135 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6434,946de18,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15122 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6435,63c8093,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15123 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6436,7c55da3,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15124 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6437,a8ae4fa,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15125 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6438,22fe6d5,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15126 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6439,78c0df7,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15127 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6440,0f5dced,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15128 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6441,d1428ac,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15129 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6442,27d7c59,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15133 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6443,c8c29cb,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15134 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6444,8a7fb8e,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15137 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6445,7cb2b01,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15120 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6446,c3f0833,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15138 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6447,84514d3,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15139 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6448,8b17319,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15140 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6449,214e887,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15141 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6450,7a51ae1,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15142 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6451,b107958,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15143 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6452,a5fef35,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15144 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6453,f3d5260,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15145 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6454,2f225bb,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15146 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6455,0288bdb,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15147 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6456,59497c1,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15121 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6457,9fbe666,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15119 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6458,0a56b26,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15090 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6459,0c89f35,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15102 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6460,9182047.0,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15091 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6461,08c8d65,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15092 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6462,5c19a0d,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15094 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6463,e653da1,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15095 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6464,a1d64b9,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15096 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6465,126ae91,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15097 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6466,2a21b1a,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15098 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6467,164245.0,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15099 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6468,15068b6,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15100 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6469,d26d71f,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15101 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6470,10be4c0,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15103 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6471,2927a9a,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15118 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6472,195c521,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15104 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6473,bb45a5e,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15105 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6474,1a52795,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15108 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6475,0f3e418,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15109 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6476,921133d,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15110 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6477,c2cca5d,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15112 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6478,3411192.0,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15113 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6479,930e2aa,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15115 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6480,78c5aaf,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15116 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6481,97ae23a,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15117 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6482,f553e23,Update Colvars library to version 2016-12-22,0
6483,aa146e9,Moved fix_nvk to USER-MISC  updated documentation to reflect move,0
6484,4dab673,remove leftover code,0
6485,74a661a,Merge pull request #328 from akohlmey/print-last-command-on-error,0
6486,e8e03dd,Updated the reference for the flow/gauss method  the new reference is much more comprehensive,0
6487,2540fc2,Merge branch 'flow_gauss_changeRef' of github.com:sstrong99/lammps into pull-334,0
6488,c59bcf3,change $MKLROOT to $(MKLROOT) as reported by @WeiLiPenguin,0
6489,b2f67fe,Merge branch 'collected-small-bugfixes' of github.com:akohlmey/lammps into collected-small-bugfixes,0
6490,04fe071,Merge pull request #6 from ibaned/cuda-lj-ctor-warning,0
6491,7849871.0,Protect from divide by zero in mpi_timings() when printing results. e.g. If neighbor list(s) are never rebuilt  the Neigh time will be zero.,0
6492,96259ea,Added source code and documentation for USER-CGDNA,0
6493,aa0b327,Merge branch 'bugfix_dividebyzero' of https://github.com/timattox/lammps_USER-DPD into collected-small-bugfixes,0
6494,61cff85,avoid not only division by zero  but also computing variance for short runs with insufficient resolution,0
6495,374abea,some minor documentation integration tweaks for USER-CGDNA package,0
6496,98ceb6f,add missing html files to lammps.book,0
6497,afaacc6,add USER-CGDNA package with dependencies into the build system,0
6498,fe8caa8,apply some LAMMPS formatting style conventions for include files,0
6499,5d48bfd,USER-CGDNA whitespace cleanup: expand tabs and remove trailing whitespace,0
6500,b988b29,remove dead code,0
6501,8.36e+73,update USER-CGDNA examples to follow LAMMPS style,0
6502,fa00e05,Make fix_rx request its own neighbor list,0
6503,b220850,Removing neighbor list hack in fix_qeq_reax_kokkos,0
6504,4a09399,during setup  checking timestep doesn't seem to be sufficient. comparing bins and stencil point  too.,0
6505,f3a82f4,Included a flag to prevent multiple open_socket calls if run is included multiple times in the LAMMPS input,0
6506,5abd6e5,reordering operations in Pair::init_style() to avoid segfaults w/o a kspace style,0
6507,0a2b78a,rather than adjusting the communication cutoff  we just print out the minimum value needed and error out,0
6508,c9bea60,Merge pull request #326 from Pakketeretet2/github-tutorial-update,0
6509,c94030d,put pair_lj_coul in kokkos_type.h,0
6510,1229f6f,Updated the reference for the flow/gauss method  the new reference is much more comprehensive,0
6511,0b081b0,whitespace cleanup,0
6512,a9f0b7d,Updating Kokkos lib,0
6513,41eef5b,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12423 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6514,a6e4212,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12424 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6515,af21769,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12425 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6516,3e4d6f2,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12426 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6517,69f3347,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12427 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6518,d4e1503,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12429 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6519,cc1d9b3,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12430 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6520,ccd09e3,Updated images of succesful merge.,0
6521,20a4e36,reduce warning when processing manual with sphinx,0
6522,09af780,remove misleading comments,0
6523,9250a55,Adding enable_lambda to KOKKOS_CUDA_OPTIONS,0
6524,34cb402,make formatting comment consistent,0
6525,ebd25cc,Updating docs for Kokkos package,0
6526,20f8a8c,Merge branch 'master' into github-tutorial-update,0
6527,1a81da0,print the last input line  when error->all() is called,0
6528,e5ac49d,Merge branch 'master' into collected-small-bugfixes,0
6529,0db2a07,another workaround for duplicate labels (which sphinx does not like),0
6530,d014e00,ignore some newly added styles from packages.,0
6531,95706ac,import contributed code for computes coord/atom and orientorder/atom,0
