,hash,message,buggy
6887,173ab99,I was wrong about libtool - wholly generated by configure  so no need to check in,0
6888,f2f321f,optionally support --disable-maintainer-mode,0
6889,937710a,Merge branch 'master' of https://github.com/libMesh/libmesh,0
6890,b42c239,more robust version checking for autotools,0
6891,518fe10,Make comment up to date,0
6892,be98646,pass libmesh_INCLUDE to parmetis when building  so it can find for example a PETSc-provided MPI,0
6893,c8ae972,updated .gitignore for automake,0
6894,2e0169a,updated .gitignore for automake,0
6895,cb12a16,updated .gitignore for automake,0
6896,84940fd,towards a CHANGELOG,0
6897,abbf562,reset default,0
6898,5210656.0,use asynchronous threads to overlap disk IO with MPI communication,0
6899,b0e93cf,More MeshTools::libmesh_assert_stuff,0
6900,64ec7b2,The reduced basis IO needs to pass the version to read,0
6901,690ea5f,consolidate IO versioning info,0
6902,8955d12,RB IO optimization,0
6903,acf1ae6,rbOOmit change: some more edits to RB IO  added a new helper function write_out_vectors in RBEvaluation,0
6904,fdc840e,Lowering convergence tolerance so this example will run in single precision too,0
6905,d467783,Public accessors for _vector_projections settings,0
6906,3e0ef43,Always update parallel id counts in prepare_for_use,0
6907,d6a99a7,Added reduced_basis_ex7: Simulate an acoustic horn with the reduced basis method. This requires --enable-complex,0
6908,deb9bd0,Set svn:ignore,0
6909,49db607,updated .gitignore for automake,0
6910,8e3a2a8,When we copy a mesh we probably don't want to change the partitioning,0
6911,7b8dd97,added info about new examples to CHANGES,0
6912,6e3d14b,Update configure,0
6913,59e70a7,Cygwin doesn't have random()  OSX rand() has weak low-order bits  but high-order bits from rand() ought to be decently random and portable.,0
6914,25382ed,updated .gitignore for automake,0
6915,b2c12c4,updated .gitignore for automake,0
6916,866ec76,updated .gitignore for automake,0
6917,11f3295,updated .gitignore for automake,0
6918,5de7a66,updated .gitignore for automake,0
6919,c02782d,updated .gitignore for automake,0
6920,c9c4ccf,updated .gitignore for automake,0
6921,85596c1,If we didn't detect any usable Trilinos 9 components  then we didn't detect Trilinos 9.,0
6922,8dbc84c,automate the generation of source file lists using include/rebuild_include_HEADERS.sh and src/rebuild_libmesh_la_SOURCES.sh,0
6923,a6829ac,As per mailing list discussion with Barry Smith,0
6924,2675735.0,m4/trilinos.m4 update  trickled down,0
6925,65060000000000.0,Merge branch 'master' of https://github.com/libMesh/libmesh,0
6926,6d85d9f,make test_headers,0
6927,f1723b8,backport slepc.m4 from libmesh.automake branch - no longer include SLEPc's makefile bits in our top-level Make.common file.,0
6928,f176eee5,backport run.sh cleanup from libmesh.automake,0
6929,c35edd0,gotta export this for the underlying make configuration query,0
6930,54b37c3,export SLPEC dir when we set it,0
6931,1f49955,Strict compilers may not allow us to get an address of a complex::real() return value,0
6932,a1f9b52,Merge branch 'master' of https://github.com/libMesh/libmesh,0
6933,16bf977,reintegrating multi-method support from libmesh.automake,0
6934,90cfd80,method to turn off g++ pedantic stuff - needed in some cases when including external libraries written in C++ that were not compiled with pedantic flags.  needed to use trilinos from apt on ubuntu with libmesh in debug mode.  will wrap the trilinos includes next.,0
6935,2333abb,stricken from the record - as Roy pointed out  this approach was hopeless,0
6936,5157204.0,Add MeshTools::libmesh_assert_valid_dof_ids,0
6937,af8b4e7,Updated publications website at Roy's request.,0
6938,87b86d7,DiffContext should save (and have an accessor to) the System it was created for.,0
6939,8db4c73,semiverify without MPI,0
6940,24cec6e,Matching change for r6489,0
6941,6c272dd,Added PetscVector<T>::add_vector_conjugate_transpose  PetscVector<T>::indefinite_dot and DenseVector<T>::indefinite_dot. Also  small change to rb_evaluation for complex-valued outputs.,0
6942,a49d9a5,no one else is maintaining LASPack  and certainly not with our hacks to support complex numbers  so we might as well!,0
6943,7a443ca,System::vector_name should be const,0
6944,d4651c2,set METHODS when needed,0
6945,261f439,Merge branch 'master' of https://github.com/libMesh/libmesh,0
6946,5d74ab4,checkpointing today,0
6947,e22f6de,This assert didn't turn out to fail in the case I'm debugging right now  but couldn't hurt to test it in the future.,0
6948,d45d1dc,do not do color stuff when teeing to an ASCII file  or hopefully inside buildbot.  logic swiped from automake color tests,0
6949,7dcc0c9,Make a sometimes-underzealous debug-mode assertion sufficiently zealous.,0
6950,4921f19,order tests into logical groups,0
6951,f5ff069,make PHP again,0
6952,28afa77,build unit tests when cppunit is available,0
6953,804098e,updating for new build system,0
6954,5085081.0,"Make it easier to ""svn update"" an existing libMesh tree through the automake merge",0
6955,64dd25e,set executable,0
6956,987a99f,Avoid unused parameters,0
6957,6672c16,make doc works  loops through all the examples  makes their documentation,0
6958,1c5636a,make doc,0
6959,a9f20c9,updated svn:ignore for make doc,0
6960,145cb11,leave on dependency tracking  so the build dirs are useful for more than a one-time build,0
6961,07e7fc6,Merge branch 'master' of https://github.com/libMesh/libmesh,0
6962,e58841b,svn:ignore,0
6963,19a558d,have make dist create xz files as well,0
6964,715707e,support for make upload,0
6965,2309689.0,updating for new build system,0
6966,3f994c1,configure for cppunit,0
6967,79e5892,support for ./foo/bin/libmesh-config --cxx  thanks Robert!,0
6968,c8c32cf,Update svn:ignore,0
6969,812f2bf,Refactor all examples to use examples/Make.common  where we define duplicated cruft.  Also symlink include/libmesh/fparser.hh so it does not need special handholding.,0
6970,55f8a8f,Use top_srcdir instead of libmesh_dir for enabling legacy include paths.,0
6971,6a319b9,Do not attach an empty near-nullspace.,0
6972,cadd903,Install buildable examples by copying,0
6973,b3ccf8f,build doc in builddir  so upload from there too,0
6974,fca12a4,build doc in builddir  so upload from there too,0
6975,5c05701,If we don't use strtold (which isn't as standard as I thought it was) in fparser  then libMesh compiles on Cygwin now.,0
6976,02a0f29,Merge branch 'master' of https://github.com/libMesh/libmesh,0
6977,0b5e222,freshen,0
6978,344b8f0,comment-out oops,0
6979,16afbf3,use asynchronous threads to overlap disk IO with MPI communication,0
6980,6f0fac6,Updating ignores.,0
6981,5dc6b45,semantics  sync with branch,0
6982,f3cc724,We need signal.h definitions here  and they might not be pulled in indirectly,0
6983,3efbb3b,Pass system.time to FunctionBase objects when doing projections,0
6984,0cf5d15,Don't forget to pass system.time to the scalar evaluation,0
6985,c8b4b4a,rbOOmit change: modify the valid_params method so we just print out a warning (rather than throw an error) if a parameter is outside the parameter range,0
6986,3ba1402,update SerialMesh::stitch_meshes to throw an error if we find multiple matching nodes,0
6987,516fcc3,Updated git ignores.,0
6988,8e046dc,Configure was complaining about the line involving a compound test statement with enabletecplot and enabletecio.  Changing the string comparsions to be a bit safer seemed to silence it.,0
6989,770b3e5,Print configure result messages consistently as <<< message >>>.,0
6990,365c419,Disable __thread for clang when building shared libraries on Mac OSX.,0
6991,e5ac68f,Regenerating configure script after recent updates.,0
6992,4029720.0,eigen merge from branch,0
6993,0dfd93e,These debug-mode tests can take a ludicrously long time  let's turn them off until/unless they're needed again.,0
6994,ed362d5,"That ""empty"" string ought to be static and doesn't need to be in a header.",0
6995,c2554fc,compiler warnings suggest that mesh_base.h needs more than a forward declaration of BoundaryInfo or our boundary_info AutoPtr might not get its delete right.,0
6996,5cf8498,Removing some atavistic code,0
6997,9452bdc,Add a utility for copying just selected variables from a solution file.,0
6998,3fe8324,If we don't READ_ADDITIONAL_DATA  then read() fails spectacularly on files that were created with WRITE_ADDITIONAL_DATA.  We *really* need to autodetect this (and presumably the converse situation) in equation_systems_io.C or system_io.C in the long term.,0
6999,c77b868,Don't accidentally shallow copy a Mesh,0
7000,14ad3bd,Trying to shallow copy a Mesh was embarrassing  let's make sure it doesn't happen again.,0
7001,836ddf3,This could probably be merged with meshtool  but I don't have the time to dust the cobwebs off meshtool.C right now,0
7002,5879be8,Removing outdated el() function documentation.,0
7003,7f39db3,Uninlining SparseMatrix member functions.,0
7004,d206787,Uninlining PetscMatrix member functions.,0
7005,446d104,Uninlining LaspackMatrix member functions.,0
7006,406552d,Uninlining EpetraMatrix member functions.,0
7007,1d79725,Actually use an FETransformation for SCALAR elements and not NULL...,0
7008,c8416ae,Remove out-dated version of PETSc configuration macro  grab additional variables in the current version,0
7009,0811Feb3,Move libMesh-specific code out of m4 files which don't have to be libMesh-specific.,0
7010,1a940e6,Deprecate BoundaryInfo::boundary_id()  switch examples to use boundary_ids() or has_boundary_id(),0
7011,3a0a16b,Don't leak attached QoI objects,0
7012,a6cebf5,Wrapping a potentially-voluminous warning in libmesh_do_once,0
7013,9b844d6,Use AutoPtr in DifferentiableQoI cloning to be a little more explicit about pointer ownership transfer.,0
7014,96fc272,"More work on attachable DifferentiableQoI. DifferentiableQoI can now init the System.qoi data structure. New virtual methods to handle a future ""CompositeQoI"" object.",0
7015,390768b,Removed redundant return.,0
7016,f316c98,Curl-curl makes ILU curl up in a ball and die.  Fortunately PETSc seems to robustly accept the last option it sees if it's given redundant -pc_type arguments,0
7017,6c879d8,Use DifferentiableQoI::init_context where appropriate,0
7018,7c1e12f,Adding FEMContext::side_boundary_ids(),0
7019,00b8195,Removed postprocess methods from DifferentiableQoI. Added methods to DiffSystem needed for backward compatibility.,0
7020,551de8d,Adding has_boundary_id methods,0
7021,5a8e6d5,Adding nodeset names to the Mesh Generation routines,0
7022,0e684f6,Let's give users an example of how to make clone() more robust.,0
7023,9b3008a,Adjoints ex3 doesn't use periodic BCs  so let's strip that out. It does require AMR  so let's require that.,0
7024,dbb03bc,Add separate options for qoi assembly (or not) of external sides  internal sides  and elements.,0
7025,a15c8f0,"hold off on #include ""edge_edge4.h""",0
7026,855fc7f,DiffSystem::attach_qoi doesn't need QoISet since init_qoi doesn't need a QoISet. Removes some warnings. Updated adjoints_ex2 accordingly.,0
7027,f8afe50,handle #include <foo.h> as well,0
7028,13b3342,Allow FEMFunctionBase users to define init_context() for efficiency.,0
7029,dbce13d,"""make test_headers"" should work even without legacy header include paths",0
7030,0cfb501,Adding Laspack adjoint_solve() implementation,0
7031,15de9bd,Non-PETSc interfaces support adjoint_solve (or at least don't die on it) now.,0
7032,de47030,Simplified clone() implementation,0
7033,fe6e0fa,adjoint example 3 cleanup  commenting from Vikram Garg,0
7034,202206f,Edits for brevity  disable adjoints_ex3 for --enable-1D-only,0
7035,6270319.0,Slightly modifying the declaration of SparseMatrix::operator<< to be more in line with the C++ FAQ.,0
7036,dd08f11,Adding write_nodal_data for UCDIO thereby enabling write_equation_systems for UCDIO. This includes some internal rearrangement of UCDIO. Also updated vector_fe_ex2 to use this capability as a regression test.,0
7037,c557b08,gcc 4.7  intel 13.0,0
7038,bec8b2d,I forgot about receive-with-DataType shims  let's add them.,0
7039,4934716.0,Optionally write out a subset of the systems in an EquationSystems object in write_equation_systems,0
7040,f5f486b,Avoid overzealous deprecated() warnings,0
7041,359ab84,Typo fix in warning message,0
7042,b30240d,Warnings that are reached in parallel can be output on processor 0 alone.,0
7043,7474661.0,Adding an assert,0
7044,7cff2ba,reduced_basis example 6 (at least...) isn't distributed mesh compatible yet.,0
7045,fd70923,Parallel refactoring  stage 1:,0
7046,3e0de71,Adding more example output files to gitignore.,0
7047,9246fc5,Updated list of publications.,0
7048,e9295e0,I was expecting a cholesky solve to modify the matrix being factored  but not the right hand side too...  Finding that behavior was hell  but changing it seems to be quite cheap.,0
7049,c99af46,Const-correctness is nice  but so is correctness.,0
7050,7586b32,Added a method to get all the variable numbers in a system  since this is useful for setting up a MeshFunction that can access all the variables (as is done in rb_eim_construction.C),0
7051,c4993b0,Added accessors for DiffContext data members who will be made private after the next release. Also updated fem_system_ex1 to use the new accessors.,0
7052,fedbedd,Disable caching in Hermite elements until we figure out a cache test that can't break after a renumbering.,0
7053,d73530f,Try to be compatible with disabled-legacy-includes,0
7054,419ce4a,rbOOmit update: updating code to match the new DiffConext API (get_elem_residual instead of elem_residual  etc),0
7055,56d5f12,do not require message tag creation to be done by all processors in DEBUG mode.  there are valid use cases where processor 0 creates tags to send to other processors  but the call cannot be synchronized.,0
7056,f4886d8,commented-out profiling code,0
7057,7ba9863,Don't try to do fine C1 adaptivity in single precision,0
7058,ed6058d,Refactoring the System IO for increased performance.  Removed collective communication',0
7059,08dc7b4,After conferring with Ben: We're going to make the next libMesh release 0.8.0  and use 0.9.0 for the automake-d release.,0
7060,f54c46a,adding support for std::thread where available  will add fallback option to boost::thread if it exists,0
7061,055ca67,Change include .depend -> -include .depend,0
7062,e9145a9,fall back to TBB thread when it is there,0
7063,98bf8c7,Accessors for FEMContext members who we plan to make private after the next release.,0
7064,38d7bd8,I have no idea why getpwuid() suddenly decided to return NULL (with errno=0) on one of my systems  but the man page suggests a returned NULL is indeed an Official Thing That Can Happen  so let's make sure we don't just segfault when it does.,0
7065,2cf5223,rbOOmit change: RBParameters::get_string now takes a precision argument and writes out parameters in scientific notation,0
7066,13b318a,fparser update,0
7067,b2c8b74,Fparser Update V4.3.3 -> V4.5,0
7068,d48c616,"Revert ""Fparser Update V4.3.3 -> V4.5""",0
7069,edf8b88,Adding another adjoints example from Vikram  this one testing out the AdjointRefinementErrorEstimator,0
7070,2398b9a,If we want to evaluate some norms or plot some data  we don't need to construct Jacobians etc. first.,0
7071,b2e3f40,Use new asserts  remove a redundant assertion,0
7072,5cd08ef,Allow users to disable renumbering directly from a MeshBase reference,0
7073,b85d16b,No  really: listen to both the argument and the member variable when deciding whether it's safe to renumber.,0
7074,e5e095d,"Let's call this accessor ""allow_renumbering"" to match Derek's preferences",0
7075,1034d21,Skip renumbering when requested  updated cached numbers where appropriate to make that work.,0
7076,d19227d,Do not use GLIBCXX_DEBUG and the like for *any* compilers on OS X  not just the Apple compilers.,0
7077,3b1dbb0,Oops  forgot to commit updated configure script that has the changes in compiler.m4 from r6197.,0
7078,349dc32,Oops somehow managed to bork the version of fparser.m4 - here's the right version (configure in previous commit was generated with this version),0
7079,7565914.0,allgather_recursive_constraints() only needs named parameter 'mesh' if LIBMESH_ENABLE_NODE_CONSTRAINTS.,0
7080,5861d36,Turning off the function parser optimizer,0
7081,f7dc01d,Provide callbacks to serve up (near)nullspaces to the solver.  PETSc hookup in place.,0
7082,d3a546d,Clean up trailing whitespace only.,0
7083,28984c1,* Use libmesh formatting.,0
7084,5f589cd,Clean up unused variable warnings.,0
7085,f0a1369,Improved error message: print the name of the block that's not found.,0
7086,b5fc590,Avoiding compiler warnings is good  but so is avoiding compiler errors.,0
7087,b1f9691,Adds ExodusII_IO capability to ErrorVector::plot_error. Also updates adaptivity_ex3 to use this capability.,0
7088,8fa20d8,Forgot to update the no-MPI version of this function,0
7089,3e74df8,Added norm capabilities to DenseSubVector.,0
7090,9c28006,rbOOmit change: added verbose flag to RBParametrized,0
7091,2459938.0,rbOOmit change: Added non-Dirichlet output vectors,0
7092,a793701,Add a comment explaining why we've got this disabled,0
7093,9df379c,Merge branch 'master' of github.com:libMesh/libmesh,0
7094,a3b88ef,Merge branch 'master' of github.com:libMesh/libmesh,0
7095,9da7de4,Add getpot_parse utility for debugging purposes,0
7096,4f1ee2c,Add GetPot Dollar-Bracket-Expression functions,0
7097,51e3c70,"Clean up gcov outputs during ""make clean""",0
7098,60cb7ee,Merge pull request #29 from robert-we/master,0
7099,f0b3054,Clear the KDTree too!!!,0
7100,a53f6af,discern whether we have been installed or not,0
7101,6442022.0,link external-facing ExodusII files into include/libmesh,0
7102,2857786.0,set back to executable,0
7103,41420a3,Adding netcdf.h rule to rebuild_makefile.sh,0
7104,20fab33,Sed should read stdin by default  no need to specify dash?,0
7105,5a2ee4b,Regenerating include/libmesh/Makefile.{am in} using the appropriate scripts and bootstrap.,0
7106,fed3e7d,make building from a tarball work in the top-level,0
7107,842f477,Override sorting locale in rebuild_libmesh_SOURCES,0
7108,20ccfcc,Factor SyncNodalPositions out of that anonymous namespace so we can use it elsewhere in the library.,0
7109,7ba45d6,Add a non-const getter for _mesh_sys,0
7110,8e2409f,get_physics()/get_qoi() const/non-const getters,0
7111,5a417c3,Merge branch 'master' of ssh://github.com/libMesh/libmesh,0
7112,877533f,Allow spaces in matched square bracket tokens,0
7113,1e418c3,Ignore lib at the top level.,0
7114,f63784e,replace ibmesh_cast_ptr<> with dynamic_cast<> in FEMSystem::build_context (),0
7115,81994ab,Merge branch 'master' of ssh://github.com/libMesh/libmesh,0
7116,387a220,Merge branch 'master' of ssh://github.com/libMesh/libmesh,0
7117,745d639,Support include directives in GetPot,0
7118,3c8b25d,extending Tecplot API to handle newer time-aware data,0
7119,31fa639,Merge branch 'master' of https://github.com/libMesh/libmesh,0
7120,36284c2,"Add a ""make coverage"" target for gcov/lcov output.",0
7121,b174c5c,TOLERANCE would be namespaced and easier to debug with if it was a static const rather than a macro,0
7122,535bfac,Merge branch 'master' of github.com:libMesh/libmesh,0
7123,7161f66,Add a flag to SolutionHistory,0
7124,ebf64b3,Merge branch 'master' of ssh://github.com/libMesh/libmesh,0
7125,1d4fd39,Merge branch 'variable_groups' of https://github.com/benkirk/libmesh into variable_groups,0
7126,416e401,revert misleading comment,0
7127,c76c8c9,test commit,0
7128,8f3e497,more #include <sstream>,0
7129,cb08b51,Merge branch 'master' into variable_groups,0
7130,039942a,preserve exit status from examples,0
7131,c2790c2,skip for DIM=1 2,0
7132,10e11d2,Merge pull request #28 from benkirk/variable_groups,0
7133,fd93777,Use actual markdown in README.md.,0
7134,d2c6b0b,Store adjoint solutions in SolutionHistory,0
7135,ac09ead,MemorySolutionHistory updates,0
7136,bedb253,Get the right variable name when querying SCALARs,0
7137,262802c,More flexible MemorySolutionHistory,0
7138,5cbd5a9,Merge branch 'master' of https://github.com/libMesh/libmesh,0
7139,a81867c,Use default grainsize for system_projection functions.,0
7140,a07ae70,Only get dphi for C1 continuous elements in ProjectFEMSolution.,0
7141,9b05f38,Added monitor callback in NewtonSolver,0
7142,f78c308,Adding PETSC_CC_INCLUDES to PETSCINCLUDEDIRS,0
7143,729fe5b,Don't bother with an extra function call for querying SCALAR values until/unless we actually see SCALAR values that need to be set.,0
7144,4609c5d,Adding --host as an option to libmesh-config.,0
7145,4c4d9ba,Ignore autotools installation directories.,0
7146,f6c7633,Allow VariableGroup to group scalar variables together,0
7147,98f2d67,Merge pull request #31 from andrsd/var-group,0
7148,b8c6e06,Removing superfluous libmesh_config.h rule,0
7149,0a988cc,Moving mesh stuff moved to DiffPhysics,0
7150,51a2a6f,"Stay compatible with whatever we do in the ""divergence of a scalar"" case.",0
7151,e9ce0ac,Add missing terms to adjoints_ex3,0
7152,74f0c64,fem_system_ex2 won't currently run in 1D or 2D,0
7153,339e9f3,fem_system_ex2 should use has_boundary_id(),0
7154,11b106a,get public destructors back only for unit tests,0
7155,acaf786,Two build system changes passed in the night?,0
7156,30aa87b,Merge branch 'master' of ssh://github.com/libMesh/libmesh,0
7157,096b88b,SolutionHistory updates from Vikram Garg,0
7158,aa8fd5a,Refactor truncating casts into libmesh_cast_int,0
7159,7a1f0f2,TimeSolver::retrieve_timestep(),0
7160,934b318,Merge branch 'master' of github.com:libMesh/libmesh,0
7161,e4820ae,Variable::sys() is now Variable::system(),0
7162,f2ecb2b,Unit test uses processor_id_type now,0
7163,78e7510,Updating NEWS file for 0.9.0.,0
7164,5c0b1c7,Changes in dof_map.C for -Wshadow.,0
7165,24297a8,Changes in dof_map_constraints.C for -Wshadow.,0
7166,4d3793a,Revert a couple excessive size_t returns,0
7167,2e8a680,Changes in patch_recovery_error_estimator.C for -Wshadow.,0
7168,90d2d5c,Changes in uniform_refinement_estimator.C for -Wshadow.,0
7169,619a8bc,Changes in weighted_patch_recovery_estimator.C for -Wshadow.,0
7170,4ec194d,Changes in boundary_info.C for -Wshadow.,0
7171,edfe00d,Changes in legacy_xdr_io.C for -Wshadow.,0
7172,6d99d30,Changes in mesh_base.C for -Wshadow.,0
7173,ab684a4,Changes in mesh_communication_global_indices.C for -Wshadow.,0
7174,084d9b2,Changes in xdr_io.C for -Wshadow.,0
7175,9bda34e,A comment for later,0
7176,e8014bf,Merge pull request #34 from permcody/extruder,0
7177,1334c6a,fem_system_ex2 isn't expected to be thread-safe,0
7178,c406f0e,documenting some new features,0
7179,c8547f2,add a couple of asserts to the DirectSolutionTransfer object... theyre not complete but theyre better than nothing,0
7180,084df4d,Added -Qunused-arguments to the flags for clang  bootstrapped.,0
7181,0bb31ab,do code coverage configuration after we set compilers  so that it does not detect compilers for us,0
7182,8ce3bbd,reorder build rules to build dbg devel opt so that warnings appear early,0
7183,fd02bb8,Get coverage working again,0
7184,631cbfe,adding support for active_subdomain_elements iterators,0
7185,ea9e621,Merge branch 'master' of ssh://github.com/libMesh/libmesh,0
7186,39cf9e4,update new Tecplot format to understand subdomains,0
7187,c240b8a,clang 3.0 doesn't recognize -ansi,0
7188,3cdbd16,Merge branch 'master' of github.com:libMesh/libmesh,0
7189,43fc5f5,adding MeshBase::subdomain_ids (std::set<subdomain_id_type> &ids) accessor method to construct a list of subdomain ids,0
7190,1d2456e,MPI_SIGNED_CHAR support with MPI 2,0
7191,8057190.0,Replace prefix at install time for 'make install prefix=/new/path' (#27),0
7192,b8a0bfe,Merge branch 'master' of github.com:libMesh/libmesh,0
7193,c950167,Add DirectSolutionTransfer object,0
7194,c7599c9,VTKIO updates for parallel operation,0
7195,c7764f3,Adding fem_system_ex2,0
7196,42e3831,Forgot to add fem_system_ex2 to configure.ac,0
7197,3f8c666,Configurable processor_id_type,0
7198,d78bab2,more verbosity when testing,0
7199,dffd16b,Use dof_id_type  processor_id_type  std::size_t,0
7200,f4a9cd5,Restore 2 byte processor_id_type default,0
7201,1e01169,Merge pull request #32 from friedmud/dtk_cherry_pick,0
7202,e6dbda3,Remove redundant libmesh_config.h rule,0
7203,f04c3fc,Adding namespace libMesh to new classes,0
7204,90b467c,Update examples to work with dof_id_type,0
7205,6c5e388,use an int for pow happiness,0
7206,6b1a867,Merge branch 'master' of github.com:libMesh/libmesh,0
7207,65c670e,May need to use markdown version of README file to get analytics to work.,0
7208,972983d,Trying to add Google Analytics traffic statistics to our github page  using the instructions mentioned in one of the answers here:,0
7209,d3a55b4,get git SHA-1 hash into configured information,0
7210,64556fb,Dummy commit (remove blank line) for test purposes.,0
7211,237f9a1,point to new download location (#3),0
7212,bb25a76,VTKIO: Skip MONOMIAL variables as they cause crashes,0
7213,1ef948b,Add a TimeSolver::_is_adjoint flag  setter/getter,0
7214,ff94d53,adding a unit test for Jens - content tomorrow,0
7215,b379636,Merge pull request #9 from benkirk/devel,0
7216,34f7552,Updated include guards for all headers in libmesh to be ANSI-C compliant (no leading underscores!).,0
7217,855d2b3,incorporate Roys comment (#9),0
7218,b0b65ad,Merge pull request #11 from benkirk/devel,0
7219,21415a6,Initial implemention of libMesh (#10),0
7220,a683622,update based on feedback (#10),0
7221,feb030b,"Adding ""distance"" method to Sphere",0
7222,0ef6ffd7,More efficient ordering of constrained DoF index sets,0
7223,d8716a1,Additional test for mpi.h,0
7224,c46879c,Merge branch 'master' of github.com:libMesh/libmesh,0
7225,81ad7a0,Removed incorrect assert in equation_systems.C. Assert is no longer valid now that we can plot a subset of the systems in an EquationSystems object.,0
7226,6fc20d5,Merge branch 'master' of github.com:libMesh/libmesh,0
7227,bdb3dba,Merge branch 'master' of github.com:libMesh/libmesh,0
7228,1f2c279,Merge branch 'master' of github.com:roystgnr/libmesh,0
7229,54a7772,oops - did not complete enablegccdebugging -> enableglibcxxdebugging replacement.  done now,0
7230,c20cbcf,Merge pull request #5 from robert-we/master,0
7231,8157594.0,warn rather than skip silently.,0
7232,e624000,Don't double-add libmesh_*FLAGS when profiling,0
7233,25f631a,Misc example 2 needs a command line argument,0
7234,69a9e97,point to GitHub commit log (#3),0
7235,99cc2f4,describe build process (#3),0
7236,4cf32bb,describe METHODS (#3),0
7237,5f1aab0,DofMap::set_nonlocal_dof_objects() VariableGroup optimization,0
7238,9410f0c,Add TensorTools::MakeReal  do something slightly less embarrassing for DecrementRank of a scalar,0
7239,97db8fb,checkpointing variable group work,0
7240,685fcfb,checkpointing - works just fine as a drop-in replacement when we have only one variable per group!,0
7241,06114ac,Merge branch 'master' of https://github.com/libMesh/libmesh,0
7242,134a6be,checkpointing - seems to work!,0
7243,fe6281b,This commit introduces VariableGroups as an optimization when there are repeated variables of the same type inside a system.  Presently  these are only activated through the system.add_variables() API  but in the future there may be provisions for automatically identifying groups.,0
7244,9.535e+70,VariableGroup unit test,0
7245,46c7ec7,Merge branch 'master' of https://github.com/libMesh/libmesh,0
7246,319e3d6,Merge branch 'master' of https://github.com/libMesh/libmesh,0
7247,f58d4a4,cleanup,0
7248,a5b1706,update .gitignore,0
7249,f023897,update .gitignore,0
7250,4cfa2e2,that did not work,0
7251,338f5ac,updating installation instructions.,0
7252,659d870,oops - John was right about those m4 files - sorry  thought I had added them!,0
7253,5db28da,bumping automake to 1.12.5,0
7254,1e5a8b3,bumping generated files using automake 1.12.5,0
7255,f03b151,update documentation (#3),0
7256,4a6155a,Add DiffContext::is_adjoint() - this can be used to perform different integrations when solving transient adjoints.,0
7257,2f0a92c,typo (#3),0
7258,6724d7e,Updated publications list.,0
7259,a3c146d,Everyone wants a README  so might as well add AUTHORS  COPYING  and INSTALL.  Renamed CHANGES to NEWS  added ChangeLog  and voila - we conform to the (OK  somewhat crusty) GNU coding standards.  No longer specify 'foreign' as an automake option.,0
7260,3a7b9a9,try markup,0
7261,05bd3e8,try markup - v2,0
7262,465a27f,update .gitignore,0
7263,239c3b8,update .gitignore,0
7264,64ddd20,adding MeshfreeInterpolation class,0
7265,9f7dde0,Removing OFStream from Xdr.,0
7266,a2039b0,"Split LIBMESH_CONFIGURE_INFO only on the string ""' '"" rather than any whitespace.  Looks slightly better in case some arguments to configure contain whitespace.",0
7267,0f0a6a2,Removing OStringStream from PerfLog.,0
7268,8a0bddc,Why use a helper function when the std::string constructor works fine?,0
7269,756f29c,Removing OStringStream from various classes.,0
7270,d4e7907,Merge branch 'master' into meshfree_interp,0
7271,7ca61a1,link to new example,0
7272,eae4ed5,Removing OStringStream from PetscVector.,0
7273,4b40fb3,Removing OStringStream from various examples:,0
7274,de36dd3,Deprecating OStringStream.,0
7275,7eb6d44,add mechanism to copy source data from other processors.  this is one of two obvious parallelization strategies  suitable for relatively small amounts of source data,0
7276,fcc6c45,Removing OFStream from XdrMGF.,0
7277,05a90de,Deprecating OFStream.,0
7278,58df30f,PopLog needs to match PushLog name.,0
7279,ca9918b,Merge branch 'master' into meshfree_interp,0
7280,5a25390,documentation,0
7281,ee96345,Merge branch 'master' of ssh://github.com/libMesh/libmesh,0
7282,b8cb652,rigorous m4 quoting seems required for some older autoconfs,0
7283,a9bf681,Merge branch 'master' into meshfree_interp,0
7284,a9dde6e,Merge branch 'master' into meshfree_interp,0
7285,376a8aa,Merge pull request #25 from benkirk/meshfree_interp,0
7286,77f924f,#include <sstream> as required  thanks to Solaris CC,0
7287,5e7d756,Merge branch 'master' into meshfree_interp,0
7288,80aa68d,autodetect variable groups  with an opt-out method too,0
7289,161ae73,rbOOmit change: Added print statement in rb_construction.C,0
7290,39d350f,Updated publications list.,0
7291,7612143.0,Split the LIBMESH_CONFIGURE_INFO on whitespace.,0
7292,ec70139,slepc example ignores too,0
7293,8457585.0,Converting PETSc configure test to use AC_CHECK_HEADER to enable easier cross-compiling.,0
7294,6174f35,adding InverseDistanceInterpolation & misc_ex8 to demonstrate usage,0
7295,ef53f14,adding nanoflann as a contributed package.,0
7296,04f2c21,incorporating nanoflann into our build system,0
7297,8da904e,updating generated files from previous commit  separately so as not to bloat the diff,0
7298,9632011.0,If we disable GLIBCXX debugging earlier on Darwin we can get it in the AM_CONDITIONAL and do debug unit testing by default.,0
7299,21c8178,Merge branch 'master' into meshfree_interp,0
7300,37f5d6d,Updated InverseDistanceInterpolation class to use an internal KD-Tree.,0
7301,302151.0,Actually perform inverse distance interpolation.  Also interpolate two different variables in the example to verify that functionality.,0
7302,4b409ba,Merge pull request #15 from jwpeterson/include_guards,0
7303,d624fd5,extend miscellaneous/miscellaneous_ex8 to do interpolation from one mesh to another,0
